,Acceleration,Age,Agility,Awareness,BC Vision,Block Shedding,Break Sack,Break Tackle,Carrying,Catch In Traffic,Catching,Change of Dir,College,Deep RR,Finesse Moves,Handedness,Height,Hit Power,Impact Blocking,Injury,Jersey #,Juke Move,Jumping,Kick Accuracy,Kick Power,Kick Return,Lead Blocking,Man Coverage,Medium RR,Overall,Pass Block,Pass Block Finesse,Pass Block Power,Play Action,Play Recognition,Position,Power Moves,Press,Pursuit,Release,Run Block,Run Block Finesse,Run Block Power,Short RR,Signing Bonus,Spec Catch,Speed,Spin Move,Stamina,Stiff Arm,Strength,Tackle,Team,Throw Acc Deep,Throw Acc Mid,Throw Acc Short,Throw On The Run,Throw Power,Throw Under Pressure,Total Salary,Toughness,Trucking,Weight,Years Pro,Zone Coverage,birthDate,collegeName,displayName,height,nflId,nopunctuationname_x,nopunctuationname_y,position,updatedName,updatedName2_x,updatedName2_y,weight
969,84,24,83,70,24,75,12,13,37,26,34,18,Notre Dame,3,63,Right,73,81,82,89,96,21,77,17,17,9,32,29,5,72,44,45,44,6,70,DT,78,13,77,15,45,45,46,13," $ 600,000.00 ",28,70,17,82,35,80,82,49ers,6,6,6,6,23,10," $ 2,950,000.00 ",88,32,294,2,45,1994-07-01,Georgia,Jordan Jenkins,75,2555256,Jordan Jenkins,Sheldon Day,OLB,Jordan Jenkins,Jordan Jenkins,Sheldon Day,259
970,85,24,81,73,33,80,12,14,48,24,44,29,Georgia,5,75,Right,75,83,71,86,48,34,83,18,21,10,11,62,5,79,45,44,44,6,73,LOLB,63,42,84,22,45,44,44,15," $ 720,000.00 ",27,76,29,83,36,85,82,Jets,6,6,6,6,23,13," $ 3,280,000.00 ",70,31,259,2,71,1994-07-01,Baylor,Rico Gathers,6-6,2556375,Rico Gathers,Jordan Jenkins,TE,Rico Gathers,Rico Gathers,Jordan Jenkins,280
971,84,24,83,70,24,75,12,13,37,26,34,18,Notre Dame,3,63,Right,73,81,82,89,96,21,77,17,17,9,32,29,5,72,44,45,44,6,70,DT,78,13,77,15,45,45,46,13," $ 600,000.00 ",28,70,17,82,35,80,82,49ers,6,6,6,6,23,10," $ 2,950,000.00 ",88,32,294,2,45,1994-07-01,Baylor,Rico Gathers,6-6,2556375,Rico Gathers,Sheldon Day,TE,Rico Gathers,Rico Gathers,Sheldon Day,280
972,85,24,81,73,33,80,12,14,48,24,44,29,Georgia,5,75,Right,75,83,71,86,48,34,83,18,21,10,11,62,5,79,45,44,44,6,73,LOLB,63,42,84,22,45,44,44,15," $ 720,000.00 ",27,76,29,83,36,85,82,Jets,6,6,6,6,23,13," $ 3,280,000.00 ",70,31,259,2,71,1994-07-01,Clemson,D.J. Reader,75,2555388,DJ Reader,Jordan Jenkins,DT,D.J. Reader,D.J. Reader,Jordan Jenkins,347
973,84,24,83,70,24,75,12,13,37,26,34,18,Notre Dame,3,63,Right,73,81,82,89,96,21,77,17,17,9,32,29,5,72,44,45,44,6,70,DT,78,13,77,15,45,45,46,13," $ 600,000.00 ",28,70,17,82,35,80,82,49ers,6,6,6,6,23,10," $ 2,950,000.00 ",88,32,294,2,45,1994-07-01,Clemson,D.J. Reader,75,2555388,DJ Reader,Sheldon Day,DT,D.J. Reader,D.J. Reader,Sheldon Day,347
974,88,23,89,81,47,69,42,24,51,44,56,39,Ohio State,5,64,Right,73,85,78,90,58,47,86,19,19,10,18,50,5,73,45,43,44,39,81,MLB,53,50,82,23,45,44,44,15," $ 5,600,000.00 ",48,87,32,87,39,72,82,Jets,40,48,51,48,70,34," $ 10,200,000.00 ",88,41,232,2,57,1994-10-18,Ohio State,Darron Lee,73,2555322,Darron Lee,Darron Lee,ILB,Darron Lee,Darron Lee,Darron Lee,232
975,93,23,80,54,52,60,15,31,57,37,55,40,Auburn,6,43,Right,72,74,62,81,38,59,85,13,17,35,24,57,10,63,35,35,35,6,54,SS,38,62,75,12,35,35,35,15, $ -   ,39,87,53,88,35,70,71,Vikings,6,6,6,6,30,23," $ 1,710,000.00 ",81,22,196,0,63,1994-10-18,Ohio State,Darron Lee,73,2555322,Darron Lee,Tray Matthews,ILB,Darron Lee,Darron Lee,Tray Matthews,232
976,92,24,96,88,93,32,22,83,74,86,92,86,Oregon State,87,10,Right,70,15,40,92,12,79,87,20,21,82,20,18,86,87,32,19,20,6,24,WR,10,10,34,80,55,31,37,88, $ -   ,88,95,75,93,44,54,25,Rams,6,10,15,10,34,20," $ 9,240,000.00 ",74,41,183,4,25,1993-09-25,Appalachian State,Doug Middleton,72,2556617,Doug Middleton,Brandin Cooks,S,Doug Middleton,Doug Middleton,Brandin Cooks,210
977,89,24,81,57,68,57,18,48,62,53,68,63,Appalach. St.,12,30,Right,72,84,58,87,36,63,87,13,14,45,13,58,17,63,25,35,35,6,57,SS,38,61,71,26,25,35,35,27, $ -   ,48,87,54,84,50,69,66,Jets,6,6,6,6,53,11," $ 630,000.00 ",81,55,210,2,65,1993-09-25,Appalachian State,Doug Middleton,72,2556617,Doug Middleton,Doug Middleton,S,Doug Middleton,Doug Middleton,Doug Middleton,210
978,92,24,96,88,93,32,22,83,74,86,92,86,Oregon State,87,10,Right,70,15,40,92,12,79,87,20,21,82,20,18,86,87,32,19,20,6,24,WR,10,10,34,80,55,31,37,88, $ -   ,88,95,75,93,44,54,25,Rams,6,10,15,10,34,20," $ 9,240,000.00 ",74,41,183,4,25,1993-09-25,Oregon State,Brandin Cooks,70,2543498,Brandin Cooks,Brandin Cooks,WR,Brandin Cooks,Brandin Cooks,Brandin Cooks,183
979,89,24,81,57,68,57,18,48,62,53,68,63,Appalach. St.,12,30,Right,72,84,58,87,36,63,87,13,14,45,13,58,17,63,25,35,35,6,57,SS,38,61,71,26,25,35,35,27, $ -   ,48,87,54,84,50,69,66,Jets,6,6,6,6,53,11," $ 630,000.00 ",81,55,210,2,65,1993-09-25,Oregon State,Brandin Cooks,70,2543498,Brandin Cooks,Doug Middleton,WR,Brandin Cooks,Brandin Cooks,Doug Middleton,183
980,79,30,71,82,73,28,86,51,63,15,26,53,Georgia,12,10,Right,75,12,27,91,9,62,58,25,28,10,17,10,14,85,25,22,24,85,17,QB,10,10,29,15,22,19,17,15," $ 5,000,000.00 ",15,75,39,96,37,67,28,Lions,81,82,87,88,98,85," $ 101,000,000.00 ",97,53,226,9,22,1988-02-07,Georgia,Matthew Stafford,75,79860,Matthew Stafford,Matthew Stafford,QB,Matthew Stafford,Matthew Stafford,Matthew Stafford,220
981,91,30,96,94,93,35,24,89,78,90,91,95,Notre Dame,82,10,Left,70,15,49,89,15,92,91,19,19,89,29,18,88,89,24,12,12,18,25,WR,10,15,49,83,54,30,36,92," $ 8,000,000.00 ",88,89,85,95,74,62,19,Lions,20,25,33,32,39,20," $ 33,000,000.00 ",89,65,197,8,22,1988-08-02,Notre Dame,Golden Tate,71,497326,Golden Tate III,Golden Tate III,WR,Golden Tate III,Golden Tate III,Golden Tate III,197
982,90,24,86,78,82,33,22,76,73,84,86,72,N. Illinois,81,10,Right,76,36,49,88,19,78,85,21,24,74,29,20,82,78,39,25,25,31,25,WR,10,25,38,74,43,18,25,82," $ 720,000.00 ",88,90,68,89,80,71,30,Lions,20,24,29,33,36,20," $ 3,264,000.00 ",85,68,213,1,29,1993-11-03,Northern Illinois,Kenny Golladay,76,2558052,Kenny Golladay,Kenny Golladay,WR,Kenny Golladay,Kenny Golladay,Kenny Golladay,213
983,81,25,73,74,16,32,12,8,29,25,26,15,North Dakota St.,5,15,Right,78,20,74,92,73,22,75,21,22,10,49,13,5,69,74,73,76,6,20,RG,25,17,29,20,72,67,72,15," $ 240,000.00 ",15,67,11,86,19,83,32,Colts,6,6,6,6,24,14," $ 2,580,000.00 ",93,27,304,2,15,1993-11-03,Northern Illinois,Kenny Golladay,76,2558052,Kenny Golladay,Joe Haeg,WR,Kenny Golladay,Kenny Golladay,Joe Haeg,213
984,90,24,86,78,82,33,22,76,73,84,86,72,N. Illinois,81,10,Right,76,36,49,88,19,78,85,21,24,74,29,20,82,78,39,25,25,31,25,WR,10,25,38,74,43,18,25,82," $ 720,000.00 ",88,90,68,89,80,71,30,Lions,20,24,29,33,36,20," $ 3,264,000.00 ",85,68,213,1,29,1993-11-03,Central Arkansas,George Odum,73,2561131,George Odum,Kenny Golladay,FS,George Odum,George Odum,Kenny Golladay,202
985,81,25,73,74,16,32,12,8,29,25,26,15,North Dakota St.,5,15,Right,78,20,74,92,73,22,75,21,22,10,49,13,5,69,74,73,76,6,20,RG,25,17,29,20,72,67,72,15," $ 240,000.00 ",15,67,11,86,19,83,32,Colts,6,6,6,6,24,14," $ 2,580,000.00 ",93,27,304,2,15,1993-11-03,Central Arkansas,George Odum,73,2561131,George Odum,Joe Haeg,FS,George Odum,George Odum,Joe Haeg,202
986,88,21,82,65,80,26,30,80,89,67,69,73,Auburn,54,12,Right,72,30,45,85,33,83,93,15,19,77,35,13,61,73,55,33,38,28,17,HB,11,15,34,50,35,27,32,64," $ 2,810,000.00 ",61,88,72,92,83,81,32,Lions,17,24,30,33,37,24," $ 6,503,790.00 ",83,84,212,0,18,1997-06-30,Auburn,Kerryon Johnson,71,2560765,Kerryon Johnson,Kerryon Johnson,RB,Kerryon Johnson,Kerryon Johnson,Kerryon Johnson,212
987,90,27,94,81,82,19,21,86,82,75,76,86,Notre Dame,67,10,Right,69,20,43,89,25,92,81,25,27,86,45,15,75,84,63,40,45,15,20,HB,10,25,38,76,45,30,35,82," $ 2,000,000.00 ",79,87,80,88,71,59,28,Lions,25,38,44,18,33,15," $ 13,750,000.00 ",85,53,201,5,20,1991-05-04,Notre Dame,Theo Riddick,69,2540020,Theo Riddick,Theo Riddick,RB,Theo Riddick,Theo Riddick,Theo Riddick,201
988,87,27,72,68,35,72,12,15,35,15,35,15,West Virginia,2,56,Right,78,73,83,87,94,35,78,20,21,10,13,20,3,71,45,45,45,6,68,RE,75,10,80,12,45,45,45,10," $ 90,000.00 ",15,80,35,78,33,76,76,Buccaneers,6,6,6,6,17,15," $ 790,000.00 ",86,29,280,4,39,1991-05-04,Notre Dame,Theo Riddick,69,2540020,Theo Riddick,Will Clarke VI,RB,Theo Riddick,Theo Riddick,Will Clarke VI,201
989,90,28,83,74,68,49,16,60,73,77,80,58,Rice,63,10,Right,77,12,66,79,82,75,89,22,22,40,51,22,68,77,54,50,53,6,19,TE,10,10,33,70,71,70,62,71," $ 900,000.00 ",80,86,72,85,54,72,42,Lions,6,10,15,10,45,12," $ 1,600,000.00 ",84,67,252,5,25,1990-01-15,Rice,Luke Willson,77,2541199,Luke Willson,Luke Willson,TE,Luke Willson,Luke Willson,Luke Willson,254
990,78,21,39,53,10,20,12,8,40,15,35,15,LSU,5,10,Right,76,24,71,88,74,10,63,14,18,10,71,12,10,62,73,75,70,6,15,LT,10,10,24,15,71,72,71,15, $ -   ,15,61,10,77,30,83,32,Eagles,6,6,6,6,22,16," $ 1,710,000.00 ",82,25,317,0,15,1996-09-19,Washington State,Frankie Luvu,75,2561366,Frankie Luvu,Toby Weathersby,LB,Frankie Luvu,Frankie Luvu,Toby Weathersby,235
991,76,21,49,62,10,19,15,14,29,15,24,8,LSU,5,10,Right,77,20,74,89,64,10,72,14,19,10,75,10,5,62,73,75,72,6,10,C,10,10,15,15,73,74,70,15," $ 70,000.00 ",15,59,10,84,10,76,26,Saints,6,6,6,6,14,11," $ 2,488,142.00 ",90,10,309,0,11,1996-09-19,Washington State,Frankie Luvu,75,2561366,Frankie Luvu,Will Clapp,LB,Frankie Luvu,Frankie Luvu,Will Clapp,235
992,92,26,92,78,80,35,23,81,75,83,85,77,Notre Dame,76,10,Right,72,12,40,94,13,82,82,22,20,77,20,15,79,76,44,20,19,6,26,WR,10,10,40,68,46,21,28,77, $ -   ,81,90,75,91,46,54,34,Lions,6,10,15,10,21,23," $ 1,907,000.00 ",75,44,190,4,26,1992-07-19,Notre Dame,T.J. Jones,6-0,2543836,TJ Jones,TJ Jones,WR,T.J. Jones,T.J. Jones,T.J. Jones,190
993,81,26,76,65,52,55,12,38,61,66,70,48,W. Kentucky,34,52,Right,77,63,76,86,74,60,86,11,15,10,77,12,45,68,73,74,72,6,28,RT,60,10,52,53,74,74,67,52, $ -   ,68,78,54,87,62,85,55,Seahawks,6,6,6,6,13,12," $ 1,620,000.00 ",83,64,322,2,13,1992-07-19,Notre Dame,T.J. Jones,6-0,2543836,TJ Jones,George Fant,WR,T.J. Jones,T.J. Jones,George Fant,190
994,94,27,94,69,64,43,10,60,52,42,53,70,Marshall,10,35,Right,72,62,47,79,27,74,91,12,15,63,17,78,15,76,35,35,35,6,69,CB,30,78,64,35,35,35,35,25," $ 50,000.00 ",49,92,70,88,21,75,55,Jets,6,6,6,6,10,13," $ 2,334,000.00 ",68,20,182,3,71,1990-11-26,Marshall,Darryl Roberts,72,2553353,Darryl Roberts,Darryl Roberts,CB,Darryl Roberts,Darryl Roberts,Darryl Roberts,182
995,77,27,58,73,10,15,12,5,44,10,35,10,Virginia,5,10,Right,79,35,78,95,68,10,72,20,20,10,76,12,5,68,74,72,75,6,15,RT,15,10,22,12,73,73,72,10," $ 90,000.00 ",12,55,10,76,10,83,39,Falcons,6,6,6,6,25,15," $ 790,000.00 ",74,11,308,6,15,1990-11-26,Marshall,Darryl Roberts,72,2553353,Darryl Roberts,Austin Pasztor,CB,Darryl Roberts,Darryl Roberts,Austin Pasztor,182
996,84,27,63,71,10,23,12,5,35,10,25,11,Penn State,5,10,Right,77,35,78,84,76,10,84,18,17,10,76,12,5,67,71,70,72,6,13,RT,10,10,34,12,74,74,68,10," $ 1,050,000.00 ",12,71,10,79,10,84,38,49ers,6,6,6,6,23,11," $ 6,250,000.00 ",75,15,315,4,29,1990-11-26,Marshall,Darryl Roberts,72,2553353,Darryl Roberts,Garry Gilliam,CB,Darryl Roberts,Darryl Roberts,Garry Gilliam,182
997,88,25,85,64,61,73,12,41,55,32,40,51,Nebraska,4,81,Right,78,75,82,84,94,52,87,19,26,10,12,40,8,76,45,45,45,6,64,RE,70,45,82,20,45,45,45,15," $ 1,200,000.00 ",38,84,49,76,55,79,75,Cowboys,6,6,6,6,24,16," $ 3,600,000.00 ",64,50,245,3,55,1992-11-23,Monmouth (N.J.),Hakeem Valles,6-3,2556453,Hakeem Valles,Randy Gregory,TE,Hakeem Valles,Hakeem Valles,Randy Gregory,250
998,82,25,66,68,22,79,12,10,45,15,33,10,N.C. State,3,57,Right,72,73,83,90,99,10,71,11,17,10,33,15,7,74,45,45,45,6,68,LE,81,10,76,15,45,45,45,15, $ -   ,15,74,10,84,35,85,79,Chiefs,6,6,6,6,14,10," $ 705,000.00 ",82,36,299,4,29,1992-11-23,Monmouth (N.J.),Hakeem Valles,6-3,2556453,Hakeem Valles,TY McGill,TE,Hakeem Valles,Hakeem Valles,T.Y. McGill,250
999,87,25,72,55,55,58,15,45,60,62,71,45,Monmouth,50,10,Right,75,20,60,85,84,60,80,15,15,15,45,19,55,66,68,67,66,6,51,TE,10,10,35,64,75,74,73,60, $ -   ,64,83,58,88,58,71,48,Lions,6,10,15,10,20,10," $ 570,000.00 ",78,65,250,2,18,1992-11-23,Monmouth (N.J.),Hakeem Valles,6-3,2556453,Hakeem Valles,Hakeem Valles,TE,Hakeem Valles,Hakeem Valles,Hakeem Valles,250
1000,91,27,88,73,75,42,18,54,65,69,68,69,Ga. Southern,30,61,Right,72,90,68,86,37,76,82,19,26,68,23,55,35,71,35,35,35,6,73,FS,55,68,62,45,35,35,35,45," $ 180,000.00 ",76,87,72,88,65,65,78,Jets,6,6,6,6,24,18," $ 1,000,000.00 ",84,60,212,5,59,1991-02-14,Georgia Southern,J.J. Wilcox,72,2540219,JJ Wilcox,JJ Wilcox,FS,J.J. Wilcox,J.J. Wilcox,J.J. Wilcox,212
1001,78,27,57,63,10,25,12,5,55,15,40,11,J. Madison,5,10,Right,78,30,69,90,72,10,77,11,11,10,70,11,5,68,73,72,74,6,15,LT,10,10,33,15,78,74,78,15," $ 130,000.00 ",15,63,10,83,10,83,34,Jaguars,6,6,6,6,10,10," $ 705,000.00 ",74,25,306,4,12,1991-02-14,Georgia Southern,J.J. Wilcox,72,2540219,JJ Wilcox,Josh Wells,FS,J.J. Wilcox,J.J. Wilcox,Josh Wells,212
1002,83,24,73,86,38,83,12,15,55,29,37,25,USC,4,69,Right,77,81,88,85,92,44,79,17,18,10,18,23,8,84,45,45,45,6,86,LE,84,20,84,15,45,45,45,15," $ 2,950,000.00 ",25,73,35,73,50,87,86,Jets,6,6,6,6,35,14," $ 17,175,572.00 ",85,49,302,3,29,1994-06-20,Southern California,Leonard Williams,77,2552486,Leonard Williams,Leonard Williams,DE,Leonard Williams,Leonard Williams,Leonard Williams,302
1003,92,26,85,83,83,47,22,73,76,82,84,71,Nebraska,83,10,Right,74,15,54,93,81,79,88,20,21,35,34,18,84,79,41,15,23,6,22,WR,10,15,49,78,58,32,39,81, $ -   ,84,90,74,87,65,64,47,Jets,6,10,15,10,24,23," $ 2,914,000.00 ",82,70,225,4,18,1992-05-31,Nebraska,Quincy Enunwa,74,2543828,Quincy Enunwa,Quincy Enunwa,WR,Quincy Enunwa,Quincy Enunwa,Quincy Enunwa,225
1004,77,26,52,70,10,20,12,5,25,10,20,10,UCF,5,10,Right,75,20,82,88,64,10,74,20,20,10,83,12,5,67,69,70,69,6,20,RG,10,10,35,12,72,72,67,10, $ -   ,12,55,10,72,10,89,35,Packers,6,6,6,6,20,10," $ 555,000.00 ",73,25,317,3,15,1992-05-31,Nebraska,Quincy Enunwa,74,2543828,Quincy Enunwa,Justin McCray,WR,Quincy Enunwa,Quincy Enunwa,Justin McCray,225
1005,92,25,86,86,83,39,19,77,87,62,62,75,Alabama St.,43,10,Right,71,12,40,93,20,90,89,22,20,70,42,15,51,79,38,22,26,15,21,HB,10,10,44,59,45,35,35,58," $ 3,000,000.00 ",53,88,79,85,74,75,40,Jets,20,30,35,15,32,16," $ 9,000,000.00 ",75,83,225,4,13,1993-01-08,Alabama State,Isaiah Crowell,71,2550189,Isaiah Crowell,Isaiah Crowell,RB,Isaiah Crowell,Isaiah Crowell,Isaiah Crowell,225
1006,90,25,90,60,68,53,12,52,59,62,63,62,Oregon State,11,42,Right,74,67,56,86,31,69,76,20,20,56,16,76,15,70,35,35,35,6,60,CB,30,75,76,30,35,35,35,25," $ 250,000.00 ",57,87,63,92,35,55,67,Texans,6,6,6,6,35,10," $ 2,605,000.00 ",73,33,206,1,73,1993-01-08,Alabama State,Isaiah Crowell,71,2550189,Isaiah Crowell,Treston DeCoud,RB,Isaiah Crowell,Isaiah Crowell,Treston DeCoud,225
1007,90,25,89,88,83,26,22,77,78,84,89,75,Temple,87,10,Right,75,12,43,85,11,84,86,11,11,65,23,20,85,84,35,22,24,6,25,WR,10,10,38,81,52,31,37,83, $ -   ,88,94,77,89,59,61,21,Jets,6,10,15,10,29,20," $ 1,620,000.00 ",78,48,190,2,25,1993-05-09,Temple,Robby Anderson,75,2556462,Robby Anderson,Robby Anderson,WR,Robby Anderson,Robby Anderson,Robby Anderson,190
1008,83,21,81,77,74,20,66,41,58,16,39,55,USC,11,10,Right,76,18,22,88,14,63,67,14,18,10,19,11,13,75,19,19,14,82,20,QB,10,10,28,12,25,10,15,14," $ 20,070,000.00 ",44,77,36,95,47,60,30,Jets,73,82,86,85,90,80," $ 30,248,423.00 ",92,22,220,0,16,1997-06-05,Southern California,Sam Darnold,75,2561036,Sam Darnold,Sam Darnold,QB,Sam Darnold,Sam Darnold,Sam Darnold,225
1009,91,32,84,91,50,64,12,47,56,60,76,62,New Mexico,10,54,Right,72,73,63,88,27,74,91,22,17,40,18,78,15,87,35,35,35,6,91,FS,52,82,86,34,35,35,35,25," $ 5,000,000.00 ",65,86,72,94,31,63,72,Lions,6,6,6,6,18,28," $ 11,000,000.00 ",87,10,207,9,85,1986-01-15,New Mexico,Glover Quin,6-0,71441,Glover Quin,Glover Quin,FS,Glover Quin,Glover Quin,Glover Quin,207
1010,87,28,88,86,60,61,15,40,66,50,65,55,Illinois,15,59,Right,72,69,62,87,32,70,82,15,20,35,17,78,20,81,35,35,35,15,86,SS,46,75,77,20,35,35,35,30," $ 1,850,000.00 ",55,86,66,92,38,58,71,Lions,10,10,15,15,30,16," $ 4,868,000.00 ",87,47,212,6,74,1990-03-19,Illinois,Tavon Wilson,72,2534830,Tavon Wilson Sr,Tavon Wilson Sr,SS,Tavon Wilson Sr,Tavon Wilson Sr,Tavon Wilson Sr,208
1011,82,28,85,66,78,25,65,50,71,35,57,54,Florida State,14,10,Right,76,12,30,87,3,74,81,14,19,25,20,15,15,69,35,15,25,67,15,QB,10,10,40,45,35,20,25,25," $ 100,000.00 ",30,83,69,94,65,69,39,Raiders,72,76,79,81,91,75," $ 900,000.00 ",87,55,237,5,20,1990-03-19,Illinois,Tavon Wilson,72,2534830,Tavon Wilson Sr,EJ Manuel,SS,Tavon Wilson Sr,Tavon Wilson Sr,E.J. Manuel,208
1012,93,27,93,91,81,57,17,72,64,55,73,82,Mississippi St.,23,49,Right,72,74,56,92,23,84,88,21,25,72,16,89,30,91,35,35,35,6,91,CB,40,84,78,40,35,35,35,40," $ 14,500,000.00 ",65,94,81,94,43,59,63,Lions,6,6,6,6,36,12," $ 30,000,000.00 ",67,39,190,5,94,1991-01-01,Mississippi State,Darius Slay,72,2540288,Darius Slay Jr,Darius Slay Jr,CB,Darius Slay Jr,Darius Slay Jr,Darius Slay Jr,190
1013,85,27,76,66,35,68,12,25,55,22,50,40,West Virginia,5,65,Right,75,86,73,92,57,44,82,25,25,10,13,51,5,66,45,45,45,6,66,ROLB,54,55,77,20,45,45,45,15," $ 90,000.00 ",20,81,39,85,33,68,78,Dolphins,6,6,6,6,34,15," $ 790,000.00 ",76,55,235,5,62,1991-01-01,Mississippi State,Darius Slay,72,2540288,Darius Slay Jr,Terence Garvin,CB,Darius Slay Jr,Darius Slay Jr,Terence Garvin,190
1014,82,27,68,76,19,25,12,6,40,15,35,11,UCLA,5,10,Right,76,35,79,94,76,10,68,35,17,10,54,13,5,66,70,69,71,6,21,RG,10,10,34,15,73,73,71,15," $ 30,000.00 ",15,71,10,89,25,85,31,Titans,6,6,6,6,19,13," $ 850,000.00 ",76,16,320,4,18,1991-01-01,Mississippi State,Darius Slay,72,2540288,Darius Slay Jr,Xavier SuaFilo,CB,Darius Slay Jr,Darius Slay Jr,Xavier Su'a-Filo,190
1015,89,27,77,78,15,73,12,10,55,33,61,25,USC,5,53,Right,75,77,87,80,42,32,75,24,27,10,27,58,5,77,45,45,45,6,78,ROLB,64,50,81,25,45,45,45,15," $ 5,250,000.00 ",35,83,33,88,30,75,86,Lions,6,6,6,6,15,18," $ 12,000,000.00 ",84,45,251,4,70,1991-06-24,Southern California,Devon Kennard,75,2543869,Devon Kennard,Devon Kennard,OLB,Devon Kennard,Devon Kennard,Devon Kennard,256
1016,89,27,90,75,66,53,15,55,54,43,54,65,Utah State,16,52,Right,69,56,51,89,24,72,83,25,25,50,11,74,23,74,35,35,35,6,75,CB,34,65,78,30,35,35,35,33," $ 4,300,000.00 ",45,90,70,92,25,67,68,Lions,6,6,6,6,35,11," $ 4,700,000.00 ",85,31,192,4,68,1991-04-23,Utah State,Nevin Lawson,69,2543872,Nevin Lawson,Nevin Lawson,CB,Nevin Lawson,Nevin Lawson,Nevin Lawson,190
1017,83,27,68,77,10,20,12,6,45,15,40,12,UAB,5,10,Right,76,20,82,91,74,10,69,25,25,10,71,12,5,71,77,76,79,6,15,RT,10,10,25,15,75,71,75,15," $ 4,000,000.00 ",15,70,10,82,30,77,34,Browns,6,6,6,6,30,8," $ 32,500,000.00 ",72,20,295,5,15,1991-04-23,Utah State,Nevin Lawson,69,2543872,Nevin Lawson,Chris Hubbard,CB,Nevin Lawson,Nevin Lawson,Chris Hubbard,190
1018,89,27,90,75,66,53,15,55,54,43,54,65,Utah State,16,52,Right,69,56,51,89,24,72,83,25,25,50,11,74,23,74,35,35,35,6,75,CB,34,65,78,30,35,35,35,33," $ 4,300,000.00 ",45,90,70,92,25,67,68,Lions,6,6,6,6,35,11," $ 4,700,000.00 ",85,31,192,4,68,1991-04-23,Harvard,Kyle Juszczyk,73,2540230,Kyle Juszczyk,Nevin Lawson,FB,Kyle Juszczyk,Kyle Juszczyk,Nevin Lawson,240
1019,83,27,68,77,10,20,12,6,45,15,40,12,UAB,5,10,Right,76,20,82,91,74,10,69,25,25,10,71,12,5,71,77,76,79,6,15,RT,10,10,25,15,75,71,75,15," $ 4,000,000.00 ",15,70,10,82,30,77,34,Browns,6,6,6,6,30,8," $ 32,500,000.00 ",72,20,295,5,15,1991-04-23,Harvard,Kyle Juszczyk,73,2540230,Kyle Juszczyk,Chris Hubbard,FB,Kyle Juszczyk,Kyle Juszczyk,Chris Hubbard,240
1020,84,23,76,57,75,32,12,70,76,78,82,69,Clemson,52,18,Right,77,34,70,86,86,76,80,19,15,11,55,10,57,71,63,62,55,6,21,TE,15,12,35,64,62,61,53,62," $ 280,000.00 ",76,82,61,86,66,70,29,Jets,6,10,15,10,25,10," $ 2,638,000.00 ",73,66,258,1,22,1995-01-31,Tennessee,Jalen Reeves-Maybin,72,2557924,Jalen ReevesMaybin,Jordan Leggett,OLB,Jalen Reeves-Maybin,Jalen Reeves-Maybin,Jordan Leggett,233
1021,87,23,83,66,36,68,12,17,54,43,58,32,Tennessee,6,67,Right,72,82,64,86,44,47,85,11,20,10,14,72,10,68,45,45,45,6,66,ROLB,58,49,77,16,45,45,45,20," $ 620,000.00 ",40,83,34,88,34,70,77,Lions,6,6,6,6,13,16," $ 2,977,000.00 ",77,24,230,1,66,1995-01-31,Tennessee,Jalen Reeves-Maybin,72,2557924,Jalen ReevesMaybin,Jalen ReevesMaybin,OLB,Jalen Reeves-Maybin,Jalen Reeves-Maybin,Jalen Reeves-Maybin,233
1022,84,23,76,57,75,32,12,70,76,78,82,69,Clemson,52,18,Right,77,34,70,86,86,76,80,19,15,11,55,10,57,71,63,62,55,6,21,TE,15,12,35,64,62,61,53,62," $ 280,000.00 ",76,82,61,86,66,70,29,Jets,6,10,15,10,25,10," $ 2,638,000.00 ",73,66,258,1,22,1995-01-31,Clemson,Jordan Leggett,77,2557885,Jordan Leggett,Jordan Leggett,TE,Jordan Leggett,Jordan Leggett,Jordan Leggett,258
1023,87,23,83,66,36,68,12,17,54,43,58,32,Tennessee,6,67,Right,72,82,64,86,44,47,85,11,20,10,14,72,10,68,45,45,45,6,66,ROLB,58,49,77,16,45,45,45,20," $ 620,000.00 ",40,83,34,88,34,70,77,Lions,6,6,6,6,13,16," $ 2,977,000.00 ",77,24,230,1,66,1995-01-31,Clemson,Jordan Leggett,77,2557885,Jordan Leggett,Jalen ReevesMaybin,TE,Jordan Leggett,Jordan Leggett,Jalen Reeves-Maybin,258
1024,91,29,89,86,88,32,70,82,76,79,84,77,Ohio State,67,20,Right,76,54,40,88,1,83,88,32,35,30,20,15,72,75,25,25,25,67,20,WR,20,10,35,76,56,31,38,71," $ 1,280,000.00 ",85,90,81,91,79,74,42,Jets,59,68,71,79,90,56," $ 3,000,000.00 ",82,50,228,7,24,1989-06-20,Ohio State,Terrelle Pryor,6-4,2531332,Terrelle Pryor Sr,Terrelle Pryor Sr,WR,Terrelle Pryor Sr,Terrelle Pryor Sr,Terrelle Pryor Sr,228
