nflId,height,weight,birthDate,collegeName,officialPosition,displayName,Madden displayName,,College from Madden,Birth Date from Madden,Check College,Check Birth date,,
43361,06-Mar,296,22/10/1993,Florida,DE,Jonathan Bullard,,,Florida,22/10/1993,True,True,,True
43362,06-Jan,211,26/01/1994,Alabama,RB,Kenyan Drake,,,Alabama,26/01/1994,True,True,,True
43366,06-Jan,215,22/02/1995,West Virginia,CB,Daryl Worley,,,#N/A,#N/A,#N/A,#N/A,Kaleb McGary,Kaleb McGary
43367,06-May,308,18/11/1992,North Carolina State,G,Joe Thuney,,,N.C. State,18/11/1992,False,True,,True
43368,06-Apr,303,29/10/1993,Oregon State,G,Isaac Seumalo,,,Oregon State,29/10/1993,True,True,,True
43370,06-Apr,254,29/10/1994,Stanford,TE,Austin Hooper,,,Stanford,29/10/1994,True,True,,True
43372,06-Mar,259,01/07/1994,Georgia,DE,Jordan Jenkins,,,Georgia,01/07/1994,True,True,,True
43373,05-Nov,198,13/02/1995,Virginia Tech,CB,Kendall Fuller,,,Virginia Tech,13/02/1995,True,True,,True
43376,06-Feb,235,20/08/1993,Utah State,OLB,Nick Vigil,,,Utah State,20/08/1993,True,True,,True
43377,06-May,245,25/11/1991,Utah State,OLB,Kyler Fackrell,,,Utah State,25/11/1991,True,True,,True
43378,06-Feb,305,07/02/1993,South Carolina State,DT,Javon Hargrave,,,S.C. State,07/02/1993,False,True,,True
43380,06-Apr,235,11/12/1992,North Carolina State,QB,Jacoby Brissett,,,N.C. State,11/12/1992,False,True,,True
43384,06-Jun,310,19/08/1992,Michigan,G,Graham Glasgow,,,Michigan,19/08/1992,True,True,,True
43387,06-Feb,202,19/11/1993,Boston College,FS,Justin Simmons,,,Boston College,19/11/1993,True,True,,True
43388,06-Jan,245,06/11/1993,Wisconsin,ILB,Joe Schobert,,,Wisconsin,06/11/1993,True,True,,True
43392,06-Jan,294,01/07/1994,Notre Dame,DT,Sheldon Day,,,Notre Dame,01/07/1994,True,True,,True
43393,05-Sep,185,14/03/1994,Temple,CB,Tavon Young,,,Temple,14/03/1994,True,True,,True
43395,05-Nov,199,07/01/1994,Minnesota,FS,Eric Murray,,,Minnesota,07/01/1994,True,True,,True
43396,06-Jan,200,16/06/1993,Cincinnati,WR,Chris Moore,,,Cincinnati,16/06/1993,True,True,,True
43397,05-Nov,190,07/09/1993,North Carolina Central,CB,Ryan Smith,,,NC Central,07/09/1993,False,True,,True
43399,06-Jun,257,01/01/1993,Western Kentucky,TE,Tyler Higbee,,,W. Kentucky,01/01/1993,False,True,,True
43400,06-Feb,222,10/05/1993,Southern Utah,FS,Miles Killebrew,,,Southern Utah,10/05/1993,True,True,,True
43402,06-Feb,242,26/05/1993,West Virginia,ILB,Nick Kwiatkoski,,,West Virginia,26/05/1993,True,True,,True
43404,06-Apr,232,01/07/1993,Minnesota,ILB,De'Vondre Campbell,,,Minnesota,01/07/1993,True,True,,True
43405,06-Mar,305,02/11/1994,Texas,DT,Hassan Ridgeway,,,Texas,02/11/1994,True,True,,True
43407,6-0,212,04/08/1993,North Carolina State,SS,Juston Burris,,,N.C. State,04/08/1993,False,True,,True
43409,06-Apr,300,13/11/1992,"Manitoba, Can.",DT,David Onyemata,,,Manitoba,13/11/1992,False,True,,True
43411,06-Jan,328,06/03/1995,Baylor,DT,Andrew Billings,,,Baylor,06/03/1995,True,True,,True
43413,6-0,200,14/08/1993,Miami,SS,Deon Bush,,,Miami,14/08/1993,True,True,,True
43415,06-Jan,203,21/09/1994,Florida,WR,Demarcus Robinson,,,Florida,21/09/1994,True,True,,True
43420,06-Feb,237,09/01/1994,Stanford,ILB,Blake Martinez,,,Stanford,09/01/1994,True,True,,True
43422,06-Jan,177,23/07/1995,Louisiana State,CB,Rashard Robinson,,,LSU,23/07/1995,False,True,,True
43424,06-Feb,238,29/07/1993,Mississippi State,QB,Dak Prescott,,,Mississippi St.,29/07/1993,False,True,,True
43425,05-Nov,219,27/05/1992,Utah,RB,Devontae Booker,,,Utah,27/05/1992,True,True,,True
43426,06-Jun,296,09/06/1994,Northwestern,DE,Dean Lowry,,,Northwestern,09/06/1994,True,True,,True
43429,06-Feb,194,23/12/1994,Massachusetts,WR,Tajae Sharpe,,,Massachusetts,23/12/1994,True,True,,True
43433,06-Apr,306,27/04/1993,Missouri,C,Connor McGovern,,,Missouri,27/04/1993,True,True,,True
43435,06-Mar,261,15/08/1992,Grand Valley State,OLB,Matt Judon,Matthew Judon,,#N/A,#N/A,#N/A,#N/A,Matthew Judon,Matthew Judon
43436,06-Apr,291,31/03/1993,Maryland,DT,Quinton Jefferson,,,Maryland,31/03/1993,True,True,,True
43439,6-0,224,02/11/1994,Indiana,RB,Jordan Howard,,,Indiana,02/11/1994,True,True,,True
43441,06-Mar,310,11/01/1994,Temple,DT,Matt Ioannidis,Matthew Ioannidis,,#N/A,#N/A,#N/A,#N/A,Matthew Ioannidis,Matthew Ioannidis
43444,06-Jun,298,11/03/1993,North Dakota State,T,Joe Haeg,,,North Dakota St.,11/03/1993,False,True,,True
43447,06-May,324,06/02/1992,South Carolina,T,Brandon Shell,,,South Carolina,06/02/1992,True,True,,True
43453,06-Jun,320,16/06/1993,Texas Christian,G,Halapoulivaati Vaitai,,,TCU,16/06/1993,False,True,,True
43454,05-Oct,185,01/03/1994,West Alabama,WR,Tyreek Hill,,,West Alabama,01/03/1994,True,True,,True
43455,06-Mar,347,01/07/1994,Clemson,NT,D.J. Reader,,,Clemson,01/07/1994,True,True,,True
43456,05-Nov,207,27/10/1994,Midwestern State,SS,Marqui Christian,,,Midwestern St.,27/10/1994,False,True,,True
43460,05-Oct,210,08/26/1994,Arkansas,RB,Alex Collins,,,Arkansas,26/08/1994,True,False,,False
43461,06-Jan,198,07/10/1994,Colorado State,WR,Rashard Higgins,,,Colorado St.,07/10/1994,False,True,,True
43465,06-Jan,238,23/05/1993,Nebraska,FB,Andy Janovich,,,Nebraska,23/05/1993,True,True,,True
43474,6-0,202,13/04/1993,William &amp; Mary,FS,DeAndre Houston-Carson,,,William Mary,13/04/1993,False,True,,True
43475,05-Jul,169,30/10/1992,Texas Tech,WR,Jakeem Grant,Jakeem Grant Sr,,#N/A,#N/A,#N/A,#N/A,Jakeem Grant Sr,Jakeem Grant Sr
43478,05-Nov,196,15/12/1993,Purdue,CB,Anthony Brown,,,Purdue,15/12/1993,True,True,,True
43484,06-May,314,11/09/1993,San Jose State,G,Wes Schweitzer,,,San Jose St.,11/09/1993,False,True,,True
43487,06-Feb,234,07/11/1992,Wisconsin,FB,Derek Watt,,,Wisconsin,07/11/1992,True,True,,True
43490,06-Feb,209,05/09/1992,Arkansas,QB,Brandon Allen,,,#N/A,#N/A,#N/A,#N/A,Brandon Dunn,Brandon Dunn
43495,06-Jan,189,16/08/1994,Southern Mississippi,WR,Mike Thomas,,,Southern Miss,16/08/1994,False,True,,True
43497,06-Feb,230,16/05/1994,Eastern Illinois,ILB,Kamu Grugier-Hill,,,E. Illinois,16/05/1994,False,True,,True
43498,06-Jan,193,26/05/1994,Virginia,CB,Maurice Canady,,,Virginia,26/05/1994,True,True,,True
43503,6-0,238,22/04/1994,Houston,ILB,Elandon Roberts,,,Houston,22/04/1994,True,True,,True
43507,6-0,185,11/30/1993,USC,CB,Kevon Seymour,,,USC,30/11/1993,True,False,,False
43510,06-Apr,305,15/03/1993,Illinois,C,Ted Karras,,,Illinois,15/03/1993,True,True,,True
43516,06-May,265,19/03/1994,Vanderbilt,OLB,Stephen Weatherly,,,Vanderbilt,19/03/1994,True,True,,True
43522,6-0,191,06/04/1994,Louisiana State,CB,Jalen Mills,,,LSU,06/04/1994,False,True,,True
43525,06-Jan,223,24/04/1994,Washington,RB,Dwayne Washington,,,Washington,24/04/1994,True,True,,True
43533,06-Apr,215,11/02/1994,Clemson,FS,Jayron Kearse,,,Clemson,11/02/1994,True,True,,True
43535,06-Jan,235,22/12/1992,Temple,MLB,Tyler Matakevich,,,Temple,22/12/1992,True,True,,True
43540,06-Feb,236,11/12/1992,Oregon,ILB,Joe Walker,,,#N/A,#N/A,#N/A,#N/A,Jacoby Brissett,Jacoby Brissett
43556,6-0,184,12/01/1994,Grambling State,WR,Chester Rogers,,,Grambling St.,12/01/1994,False,True,,True
43584,05-Aug,182,08/08/1994,Holy Cross,WR,Kalif Raymond,,,Holy Cross,08/08/1994,True,True,,True
43586,06-May,322,19/07/1992,Western Kentucky,T,George Fant,,,W. Kentucky,19/07/1992,False,True,,True
43616,05-Nov,209,15/07/1992,Notre Dame,FS,Matthias Farley,,,Notre Dame,15/07/1992,True,True,,True
43638,06-Mar,292,23/10/1992,Ferris State,DT,Justin Zimmer,,,Ferris State,23/10/1992,True,True,,True
43640,06-Jun,313,12/01/1992,Southern Mississippi,T,Rashod Hill,,,Southern Miss,12/01/1992,False,True,,True
43641,05-Sep,184,09/03/1994,Mississippi,CB,Mike Hilton,,,Ole Miss,09/03/1994,False,True,,True
43645,06-Feb,210,09/02/1994,Michigan,SS,Jarrod Wilson,,,Michigan,09/02/1994,True,True,,True
43648,06-May,315,19/04/1993,Cincinnati,T,Justin Murray,,,Cincinnati,01/04/1993,True,False,,False
43663,6-0,195,06/11/1992,Wisconsin,WR,Alex Erickson,,,Wisconsin,06/11/1992,True,True,,True
43694,6-0,340,06/11/1992,Samford,NT,Michael Pierce,,,Samford,06/11/1992,True,True,,True
43695,06-Mar,313,17/02/1993,Duke,C,Matt Skura,,,Duke,17/02/1993,True,True,,True
43698,06-Mar,315,20/12/1992,Mississippi,DT,Woodrow Hamilton,,,Ole Miss,20/12/1992,False,True,,True
43700,05-Oct,190,20/09/1993,Auburn,CB,Jonathan Jones,,,Auburn,20/09/1993,True,True,,True
43712,6-0,198,14/10/1991,Florida Atlantic,CB,Sharrod Neasman,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
43722,05-Oct,195,15/08/1993,Arkansas State,RB,J.D. McKissic,,,Arkansas St.,15/08/1993,False,True,,True
43746,06-Mar,202,18/01/1994,Illinois,WR,Geronimo Allison,,,Illinois,18/01/1994,True,True,,True
43757,05-Nov,202,28/10/1992,Connecticut,SS,Andrew Adams,,,Connecticut,28/10/1992,True,True,,True
43761,05-Sep,158,28/01/1994,Boise State,CB,Donte Deayon,Dont'e Deayon,,#N/A,#N/A,#N/A,#N/A,Dont'e Deayon,Dont'e Deayon
43775,06-Apr,263,17/06/1995,Notre Dame,OLB,Romeo Okwara,,,Notre Dame,01/07/1995,True,False,,False
43787,06-May,294,23/07/1993,Texas-El Paso,DT,Roy Robertson-Harris,,,UTEP,23/07/1993,False,True,,True
43791,06-Mar,275,12/09/1994,Colorado State-Pueblo,DE,Morgan Fox,,,Colorado St.,12/09/1994,False,True,,True
43797,06-Mar,228,18/11/1993,Washington,OLB,Cory Littleton,,,Washington,18/11/1993,True,True,,True
43808,06-Mar,190,09/05/1993,Temple,WR,Robby Anderson,,,Temple,09/05/1993,True,True,,True
43821,06-Apr,299,10/09/1992,UCLA,C,Jake Brendel,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
43845,06-Mar,230,30/01/1993,California,TE,Stephen Anderson,,,California,30/01/1993,True,True,,True
43854,06-Apr,263,31/07/1993,Stanford,OLB,Brennan Scarlett,,,Stanford,31/07/1993,True,True,,True
43861,05-Nov,225,27/02/1994,Auburn,RB,Peyton Barber,,,Auburn,27/06/1994,True,False,,False
43880,06-Feb,234,17/08/1993,Idaho,RB,Elijhaa Penny,,,Idaho,17/08/1993,True,True,,True
43938,06-Jan,318,03/01/1993,Southern California,DT,Antwaun Woods,,,USC,03/01/1993,False,True,,True
43971,05-Nov,235,22/07/1993,"Augustana, S.D.",FB,C.J. Ham,,,Augustana,22/07/1993,False,True,,True
43986,6-0,190,24/01/1993,South Carolina State,CB,Antonio Hamilton,,,S.C. State,24/01/1993,False,True,,True
44003,06-Jan,207,05/08/1994,Texas,WR,Marcus Johnson,,,Texas,05/08/1994,True,True,,True
44009,06-Mar,240,28/08/1993,Pittsburgh,TE,J.P. Holtz,,,Pittsburgh,28/08/1993,True,True,,True
44029,05-Nov,170,21/04/1994,Washington,WR,Jaydon Mickens,,,Washington,21/04/1994,True,True,,True
44045,05-Aug,207,15/10/1993,Southern Mississippi,RB,Jalen Richard,,,Southern Miss,15/10/1993,False,True,,True
44068,06-Mar,313,30/07/1993,Duke,G,Lucas Patrick,,,Duke,30/07/1993,True,True,,True
44075,06-Apr,240,04/03/1994,Air Force,TE,Garrett Griffin,,,Air Force,04/03/1994,True,True,,True
44123,06-Feb,215,25/03/1993,"Concordia, Minn",WR,Brandon Zylstra,,,Concordia,25/03/1993,False,True,,True
44174,06-Jan,236,22/02/1993,Texas Tech,ILB,Sam Eguavoen,,,Texas Tech,22/02/1993,True,True,,True
44202,6-0,200,14/06/1993,"Regina, Can.",CB,Tevaughn Campbell,,,Regina,14/06/1993,False,True,,True
44767,05-Sep,183,05/12/1993,Louisiana State,WR,Cyril Grayson,,,#N/A,#N/A,#N/A,#N/A,Carlos Watkins,Carlos Watkins
44792,06-May,267,19/09/1993,Virginia Commonwealth,TE,Mo Alie-Cox,,,Virginia Commonwealth,19/09/1993,True,True,,True
44813,06-Apr,272,29/12/1995,Texas A&amp;M,DE,Myles Garrett,,,Texas AM,29/12/1995,False,True,,True
44814,06-Feb,215,20/08/1994,North Carolina,QB,Mitchell Trubisky,,,North Carolina,20/08/1994,True,True,,True
44815,06-Feb,280,26/08/1995,Stanford,DT,Solomon Thomas,,,Stanford,26/08/1995,True,True,,True
44816,6-0,228,18/01/1995,Louisiana State,RB,Leonard Fournette,,,LSU,18/01/1995,False,True,,True
44817,06-Mar,209,11/01/1995,Western Michigan,WR,Corey Davis,,,W. Michigan,11/01/1995,False,True,,True
44818,06-Jan,213,17/10/1995,Louisiana State,SS,Jamal Adams,,,LSU,17/10/1995,False,True,,True
44819,06-Apr,218,04/10/1994,Clemson,WR,Mike Williams,,,Clemson,04/10/1994,True,True,,True
44820,05-Nov,205,07/06/1996,Stanford,RB,Christian McCaffrey,,,Stanford,07/06/1996,True,True,,True
44821,05-Nov,194,27/11/1995,Washington,WR,John Ross,,,#N/A,#N/A,#N/A,#N/A,A.J. Cole III,A.J. Cole III
44822,06-Mar,230,17/09/1995,Texas Tech,QB,Patrick Mahomes,,,Texas Tech,17/09/1995,True,True,,True
44823,6-0,192,20/05/1996,Ohio State,CB,Marshon Lattimore,,,Ohio State,20/05/1996,True,True,,True
44825,06-Jan,235,22/09/1994,Temple,OLB,Haason Reddick,,,Temple,22/09/1994,True,True,,True
44826,06-Mar,259,25/06/1996,Tennessee,DE,Derek Barnett,,,Tennessee,25/06/1996,True,True,,True
44827,06-Jan,212,02/04/1996,Ohio State,FS,Malik Hooker,,,#N/A,#N/A,#N/A,#N/A,James Washington,James Washington
44828,6-0,197,08/07/1996,Alabama,CB,Marlon Humphrey,,,Alabama,08/07/1996,True,True,,True
44829,06-Mar,300,16/01/1995,Alabama,DT,Jonathan Allen,,,Alabama,16/01/1995,True,True,,True
44830,05-Nov,185,18/09/1995,Southern California,CB,Adoree' Jackson,,,USC,18/09/1995,False,True,,True
44831,06-Jun,250,18/11/1994,Alabama,TE,O.J. Howard,,,Alabama,19/11/1994,True,False,,False
44832,06-May,300,27/05/1992,Utah,T,Garett Bolles,,,Utah,27/05/1992,True,True,,True
44833,06-Jan,245,16/11/1994,Florida,MLB,Jarrad Davis,,,Florida,16/11/1995,True,False,,False
44834,06-Mar,250,06/03/1995,Missouri,OLB,Charles Harris,,,Missouri,06/03/1995,True,True,,True
44835,06-Mar,240,02/09/1994,Mississippi,TE,Evan Engram,,,Ole Miss,02/09/1994,False,True,,True
44837,05-Nov,213,04/10/1995,Michigan,SS,Jabrill Peppers,,,Michigan,04/10/1995,True,True,,True
44838,06-Feb,265,02/11/1995,UCLA,DE,Takkarist McKinley,,,UCLA,02/11/1995,True,True,,True
44839,05-Nov,192,16/01/1995,Louisiana State,CB,Tre'Davious White,,,LSU,16/01/1995,False,True,,True
44840,06-Jun,270,07/11/1994,Michigan,DE,Taco Charlton,,,Michigan,07/11/1994,True,True,,True
44841,06-Apr,246,10/07/1996,Miami,TE,David Njoku,,,Miami,10/07/1996,True,True,,True
44842,06-Apr,252,11/10/1994,Wisconsin,OLB,T.J. Watt,,,Wisconsin,11/10/1994,True,True,,True
44844,06-Jun,314,22/04/1994,Wisconsin,T,Ryan Ramczyk,,,Wisconsin,22/04/1994,True,True,,True
44845,06-Mar,200,05/05/1995,Washington,CB,Kevin King,,,Washington,05/05/1995,True,True,,True
44846,06-Jun,320,09/10/1995,Alabama,T,Cam Robinson,,,Alabama,09/10/1995,True,True,,True
44847,06-Jun,299,06/20/1996,Michigan State,DT,Malik McDowell,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
44848,05-Oct,195,10/01/1996,Washington,SS,Budda Baker,,,Washington,10/01/1996,True,True,,True
44849,06-Feb,200,30/03/1995,East Carolina,WR,Zay Jones,,,East Carolina,30/03/1995,True,True,,True
44851,6-0,207,09/03/1993,Florida,FS,Marcus Maye,,,Florida,09/03/1993,True,True,,True
44852,05-Nov,195,11/08/1996,Ohio State,WR,Curtis Samuel,,,Ohio State,11/08/1996,True,True,,True
44853,05-Oct,210,10/08/1995,Florida State,RB,Dalvin Cook,,,Florida State,10/08/1995,True,True,,True
44854,06-Jan,195,08/09/1996,Utah,FS,Marcus Williams,,,Utah,08/09/1996,True,True,,True
44855,6-0,181,21/05/1996,Washington,CB,Sidney Jones,,,#N/A,#N/A,#N/A,#N/A,Josh Allen,Josh Allen
44856,06-Mar,240,25/06/1994,South Alabama,TE,Gerald Everett,,,South Alabama,25/06/1994,True,True,,True
44857,06-Jun,257,24/10/1994,Ashland,TE,Adam Shaheen,,,Ashland,24/10/1994,True,True,,True
44859,06-Mar,240,23/05/1995,Houston,OLB,Tyus Bowser,,,Houston,23/05/1995,True,True,,True
44860,06-Jan,220,24/07/1996,Oklahoma,RB,Joe Mixon,,,Oklahoma,24/07/1996,True,True,,True
44863,06-Apr,280,30/09/1994,Florida State,DE,DeMarcus Walker,,,Florida State,30/09/1994,True,True,,True
44865,6-0,191,12/31/1995,Florida,FS,Teez Tabor,,,Florida,31/12/1996,True,False,,False
44867,06-Mar,318,28/02/1994,Alabama,DT,Dalvin Tomlinson,,,Alabama,28/02/1994,True,True,,True
44869,06-Mar,238,02/12/1994,Vanderbilt,ILB,Zach Cunningham,,,Vanderbilt,12/12/1994,True,False,,False
44870,06-Jun,320,05/08/1995,Louisiana State,C,Ethan Pocic,,,LSU,05/08/1995,False,True,,True
44871,06-Jul,289,14/06/1994,Villanova,DE,Tanoh Kpassagnon,,,Villanova,14/06/1994,True,True,,True
44872,6-0,202,24/05/1995,Colorado,CB,Chidobe Awuzie,,,Colorado,24/05/1995,True,True,,True
44874,06-Jan,215,22/11/1996,Southern California,WR,JuJu Smith-Schuster,,,USC,22/11/1996,False,True,,True
44875,06-May,320,26/04/1994,Temple,T,Dion Dawkins,,,Temple,26/04/1994,True,True,,True
44876,06-May,325,18/03/1994,Western Michigan,T,Taylor Moton,,,W. Michigan,18/08/1994,False,False,,False
44877,06-Mar,305,03/06/1994,North Carolina-Charlotte,DT,Larry Ogunjobi,,,Charlotte,03/06/1994,False,True,,True
44878,06-Feb,195,21/03/1995,Colorado,CB,Ahkello Witherspoon,,,Colorado,21/03/1995,True,True,,True
44879,05-Oct,215,25/07/1995,Tennessee,RB,Alvin Kamara,,,Tennessee,25/07/1995,True,True,,True
44880,06-Mar,264,02/03/1995,Illinois,DE,Dawuane Smoot,,,Illinois,02/03/1995,True,True,,True
44881,06-Feb,208,15/06/1993,Eastern Washington,WR,Cooper Kupp,,,Eastern Wash.,15/06/1993,False,True,,True
44882,06-Mar,303,06/07/1994,Ohio State,C,Pat Elflein,,,Ohio State,06/07/1994,True,True,,True
44885,06-Apr,270,02/05/1995,Kansas State,DE,Jordan Willis,,,Kansas State,02/05/1995,True,True,,True
44886,06-May,300,25/08/1993,Michigan,DE,Chris Wormley,,,Michigan,25/10/1993,True,False,,False
44887,06-Jan,230,09/08/1994,Louisiana State,ILB,Duke Riley,,,LSU,09/08/1994,False,True,,True
44888,06-Mar,240,22/09/1994,Florida,ILB,Alex Anzalone,,,Florida,22/09/1994,True,True,,True
44892,06-Apr,266,18/03/1994,Ohio,DE,Tarell Basham,,,Ohio,18/03/1994,True,True,,True
44893,6-0,204,09/04/1994,UCLA,CB,Fabian Moreau,,,UCLA,09/04/1994,True,True,,True
44896,06-Jan,209,27/02/1996,Penn State,WR,Chris Godwin,,,Penn State,27/02/1996,True,True,,True
44898,05-Nov,216,06/08/1995,Toledo,RB,Kareem Hunt,,,Toledo,06/08/1995,True,True,,True
44902,6-0,198,20/07/1995,Central Florida,CB,Shaquill Griffin,,,UCF,20/07/1995,False,True,,True
44903,6-0,209,19/12/1995,Boston College,FS,John Johnson,John Johnson III,,#N/A,#N/A,#N/A,#N/A,John Johnson III,John Johnson III
44904,05-Oct,195,31/08/1995,Michigan,CB,Jourdan Lewis,,,Michigan,31/08/1995,True,True,,True
44905,06-Apr,304,24/07/1995,Auburn,DE,Montravius Adams,,,Auburn,24/07/1995,True,True,,True
44906,05-Nov,188,27/02/1995,Tennessee,CB,Cameron Sutton,,,Tennessee,27/02/1995,True,True,,True
44908,06-Apr,213,03/11/1993,Northern Illinois,WR,Kenny Golladay,,,N. Illinois,03/11/1993,False,True,,True
44911,06-Feb,209,29/08/1995,West Virginia,CB,Rasul Douglas,,,West Virginia,29/08/1995,True,True,,True
44912,06-Mar,248,22/08/1995,Florida International,TE,Jonnu Smith,,,FIU,22/08/1995,False,True,,True
44915,06-Apr,270,05/12/1994,Florida Atlantic,DE,Trey Hendrickson,,,FAU,05/12/1994,False,True,,True
44917,06-Jan,233,05/05/1995,Pittsburgh,RB,James Conner,,,Pittsburgh,05/05/1995,True,True,,True
44922,06-Mar,316,12/07/1994,Iowa,DT,Jaleel Johnson,,,#N/A,#N/A,#N/A,#N/A,Deante Burton,Deante Burton
44923,6-0,176,21/11/1993,Oklahoma,WR,Dede Westbrook,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
44925,6-0,202,10/12/1993,Alabama,SS,Eddie Jackson,,,Alabama,10/12/1993,True,True,,True
44926,06-Jan,220,25/01/1994,Miami,SS,Rayshawn Jenkins,,,Miami,25/01/1994,True,True,,True
44927,05-Nov,240,16/09/1995,Oklahoma,RB,Samaje Perine,,,Oklahoma,16/09/1995,True,True,,True
44930,06-Mar,196,16/02/1995,Texas A&amp;M,WR,Josh Reynolds,,,Texas AM,16/02/1995,False,True,,True
44931,06-Apr,221,16/09/1993,North Carolina,WR,Mack Hollins,,,North Carolina,16/09/1993,True,True,,True
44937,6-0,233,31/01/1995,Tennessee,OLB,Jalen Reeves-Maybin,,,Tennessee,31/01/1995,True,True,,True
44938,06-Mar,245,09/05/1995,Eastern Washington,DE,Samson Ebukam,,,Eastern Wash.,09/05/1995,False,True,,True
44942,06-Jun,330,21/10/1995,Florida,T,David Sharpe,,,#N/A,#N/A,#N/A,#N/A,Marquel Lee,Marquel Lee
44943,06-Jul,325,09/01/1995,Bucknell,T,Julien Davenport,Julie'n Davenport,,#N/A,#N/A,#N/A,#N/A,Julie'n Davenport,Julie'n Davenport
44944,06-May,275,26/07/1994,Arkansas,DE,Deatrich Wise,Deatrich Wise Jr,,#N/A,#N/A,#N/A,#N/A,Deatrich Wise Jr,Deatrich Wise Jr
44947,6-0,213,03/04/1995,Brigham Young,RB,Jamaal Williams,,,BYU,03/04/1995,False,True,,True
44949,06-Apr,284,28/03/1995,Oregon State,G,Sean Harlow,,,#N/A,#N/A,#N/A,#N/A,Al-Quadin Muhammad,Al-Quadin Muhammad
44953,6-0,210,01/10/1994,Clemson,RB,Wayne Gallman,Wayne Gallman Jr,,#N/A,#N/A,#N/A,#N/A,Wayne Gallman Jr,Wayne Gallman Jr
44955,06-Mar,297,05/12/1993,Clemson,DE,Carlos Watkins,,,Clemson,05/12/1993,True,True,,True
44956,6-0,210,07/03/1996,South Florida,RB,Marlon Mack,,,USF,07/03/1996,False,True,,True
44957,06-Apr,315,20/10/1993,"Albany State, Ga.",DT,Grover Stewart,,,Albany,20/10/1993,False,True,,True
44959,06-Apr,250,09/10/1993,Iowa,TE,George Kittle,,,Iowa,09/10/1993,True,True,,True
44962,05-Nov,190,05/06/1993,San Diego State,SS,Damontae Kazee,,,San Diego St.,05/06/1993,False,True,,True
44964,05-Oct,201,14/12/1994,Iowa,CB,Desmond King,Desmond King II,,#N/A,#N/A,#N/A,#N/A,Desmond King II,Desmond King II
44967,06-May,255,10/08/1994,Arkansas,TE,Jeremy Sprinkle,,,Arkansas,10/08/1994,True,True,,True
44968,6-0,226,26/02/1995,UCLA,ILB,Jayon Brown,,,UCLA,26/02/1995,True,True,,True
44970,06-Jul,312,14/09/1993,Vanderbilt,T,Will Holden,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
44971,6-0,185,30/06/1994,Temple,CB,Nate Hairston,,,Temple,30/06/1994,True,True,,True
44972,06-Apr,335,13/12/1994,Texas A&amp;M,G,Jermaine Eluemunor,,,Texas AM,13/12/1994,False,True,,True
44974,06-Jan,230,08/08/1995,Northwestern,MLB,Anthony Walker,Anthony Walker Jr,,#N/A,#N/A,#N/A,#N/A,Anthony Walker Jr,Anthony Walker Jr
44975,05-Sep,205,26/12/1995,Boise State,RB,Jeremy McNichols,,,Boise State,26/12/1995,True,True,,True
44976,6-0,223,28/07/1994,Boston College,OLB,Matt Milano,,,Boston College,28/07/1994,True,True,,True
44978,05-Oct,190,03/04/1995,San Diego,WR,Jamal Agnew,,,San Diego,03/04/1995,True,True,,True
44984,06-Feb,225,04/05/1994,Pittsburgh,QB,Nathan Peterman,,,#N/A,#N/A,#N/A,#N/A,Dare Ogunbowale,Dare Ogunbowale
44985,05-Aug,173,09/04/1995,Georgia,WR,Isaiah McKenzie,,,Georgia,09/04/1995,True,True,,True
44987,06-May,253,01/05/1994,Drake,TE,Eric Saubert,,,Drake,09/05/1994,True,False,,False
44991,06-Mar,311,11/11/1994,Louisiana State,NT,Davon Godchaux,,,LSU,11/11/1994,False,True,,True
44995,05-Sep,208,02/12/1994,Texas-El Paso,RB,Aaron Jones,,,UTEP,02/12/1994,False,True,,True
44999,6-0,205,19/04/1995,Virginia Tech,SS,Chuck Clark,,,Virginia Tech,19/04/1995,True,True,,True
45004,05-Nov,202,26/07/1995,Louisiana Tech,FS,Xavier Woods,,,LA. Tech,26/07/1995,False,True,,True
45005,06-Feb,255,17/05/1994,West Georgia,RB,Alex Armah,Alex Armah Jr,,#N/A,#N/A,#N/A,#N/A,Alex Armah Jr,Alex Armah Jr
45006,06-Mar,242,27/01/1995,Oklahoma,OLB,Jordan Evans,,,Oklahoma,27/01/1995,True,True,,True
45007,06-Mar,311,05/01/1994,Oklahoma State,DT,Vincent Taylor,,,Oklahoma St.,05/01/1994,False,True,,True
45008,06-Jan,228,16/12/1994,Boise State,ILB,Tanner Vallejo,,,Boise State,16/12/1994,True,True,,True
45009,06-Apr,250,28/03/1995,Miami,DE,Al-Quadin Muhammad,,,Miami,28/03/1995,True,True,,True
45011,6-0,321,19/01/1995,Mississippi,DT,D.J. Jones,,,Ole Miss,19/01/1995,False,True,,True
45012,06-Apr,312,23/08/1993,Wyoming,C,Chase Roullier,,,Wyoming,23/08/1993,True,True,,True
45020,05-Oct,200,27/07/1994,Houston,FS,Brandon Wilson,,,Houston,27/07/1994,True,True,,True
45021,6-0,204,01/11/1994,Auburn,SS,Rudy Ford,,,Auburn,01/11/1994,True,True,,True
