,nflId,height,weight,birthDate,collegeName,position,displayName,updatedName,nopunctuationname,updatedName2
459,2495187,75,250,1988-01-30,Wisconsin,TE,Lance Kendricks,Lance Kendricks,Lance Kendricks,Lance Kendricks
460,2495448,70,192,1990-08-22,Kentucky,WR,Randall Cobb,Randall Cobb,Randall Cobb,Randall Cobb
461,2506363,74,225,1983-12-02,California,QB,Aaron Rodgers,Aaron Rodgers,Aaron Rodgers,Aaron Rodgers
462,2543495,73,215,1992-12-24,Fresno State,WR,Davante Adams,Davante Adams,Davante Adams,Davante Adams
463,2552429,72,216,1993-01-22,Stanford,RB,Ty Montgomery,Ty Montgomery,Ty Montgomery,Ty Montgomery
464,2556460,75,202,1994-01-18,Illinois,WR,Geronimo Allison,Geronimo Allison,Geronimo Allison,Geronimo Allison
465,497236,79,265,1986-11-24,Miami,TE,Jimmy Graham,Jimmy Graham,Jimmy Graham,Jimmy Graham
466,2560907,76,207,1994-10-10,South Florida,WR,Marquez Valdes-Scantling,Marquez Valdes-Scantling,Marquez ValdesScantling,Marquez Valdes-Scantling
467,2555285,77,240,1992-09-08,Georgia,OLB,Leonard Floyd,Leonard Floyd,Leonard Floyd,Leonard Floyd
468,2558204,72,213,1995-04-03,Brigham Young,RB,Jamaal Williams,Jamaal Williams,Jamaal Williams,Jamaal Williams
469,2540200,6-4,268,1991-02-18,Michigan State,TE,Dion Sims,Dion Sims,Dion Sims,Dion Sims
470,2543509,74,220,1993-08-24,Penn State,WR,Allen Robinson,Allen Robinson,Allen Robinson,Allen Robinson
471,2550284,74,238,1991-10-29,Florida,TE,Trey Burton,Trey Burton,Trey Burton,Trey Burton
472,2550617,67,168,1991-02-17,Abilene Christian,WR,Taylor Gabriel,Taylor Gabriel,Taylor Gabriel,Taylor Gabriel
473,2555418,72,224,1994-11-02,Indiana,RB,Jordan Howard,Jordan Howard,Jordan Howard,Jordan Howard
474,2558008,74,215,1994-08-20,North Carolina,QB,Mitchell Trubisky,Mitchell Trubisky,Mitchell Trubisky,Mitchell Trubisky
475,80431,75,255,1986-05-14,Southern California,OLB,Clay Matthews,Clay Matthews,Clay Matthews,Clay Matthews
476,2506789,71,191,1983-03-16,Louisiana Tech,CB,Tramon Williams,Tramon Williams,Tramon Williams,Tramon Williams
477,2543470,73,211,1992-12-21,Alabama,FS,Ha Ha Clinton-Dix,Ha Ha Clinton-Dix,Ha Ha ClintonDix,Ha Ha Clinton-Dix
478,2552697,5-11,195,1993-12-03,Auburn,FS,Jermaine Whitehead,Jermaine Whitehead,Jermaine Whitehead,Jermaine Whitehead
479,2555161,74,237,1994-01-09,Stanford,ILB,Blake Martinez,Blake Martinez,Blake Martinez,Blake Martinez
480,2556480,71,200,1994-08-11,Louisiana Tech,SS,Kentrell Brice,Kentrell Brice,Kentrell Brice,Kentrell Brice
481,2556537,76,260,1993-04-01,Arizona,LB,Reggie Gilbert,Reggie Gilbert,Reggie Gilbert,Reggie Gilbert
482,2557996,75,200,1995-05-05,Washington,CB,Kevin King,Kevin King,Kevin King,Kevin King
483,2560755,72,196,1996-04-03,Iowa,CB,Josh Jackson,Josh Jackson,Josh Jackson,Josh Jackson
484,2560810,71,199,1994-10-09,Memphis,WR,Anthony Miller,Anthony Miller,Anthony Miller,Anthony Miller
485,2533048,6-3,265,1990-12-04,USC,OLB,Nick Perry,Nick Perry,Nick Perry,Nick Perry
486,2560952,70,196,1997-02-09,Louisville,CB,Jaire Alexander,Jaire Alexander,Jaire Alexander,Jaire Alexander
487,2558250,66,191,1995-07-26,North Carolina A&T,RB,Tarik Cohen,Tarik Cohen,Tarik Cohen,Tarik Cohen
488,2557983,76,235,1996-01-03,Notre Dame,QB,DeShone Kizer,DeShone Kizer,DeShone Kizer,DeShone Kizer
489,2560877,72,230,1997-04-08,Georgia,LB,Roquan Smith,Roquan Smith,Roquan Smith,Roquan Smith
490,494289,71,203,1987-12-19,Northwestern,CB,Sherrick McManis,Sherrick McManis,Sherrick McManis,Sherrick McManis
491,2556478,75,247,1994-02-07,Harvard,TE,Ben Braunecker,Ben Braunecker,Ben Braunecker,Ben Braunecker
492,2555160,6-1,241,1994-06-12,Florida,ILB,Antonio Morrison,Antonio Morrison,Antonio Morrison,Antonio Morrison
493,2553432,75,216,1992-06-25,West Virginia,WR,Kevin White,Kevin White,Kevin White,Kevin White
494,2552636,72,240,1992-02-01,Rutgers,FB,Michael Burton,Michael Burton,Michael Burton,Michael Burton
495,2555340,77,245,1991-11-25,Utah State,OLB,Kyler Fackrell,Kyler Fackrell,Kyler Fackrell,Kyler Fackrell
496,2552489,75,318,1994-01-06,Florida State,NT,Eddie Goldman,Eddie Goldman,Eddie Goldman,Eddie Goldman
497,2495101,75,259,1988-09-06,Texas,OLB,Sam Acho,Sam Acho,Sam Acho,Sam Acho
498,2541202,6-2,197,1990-01-02,Rutgers,CB,Marcus Cooper,Marcus Cooper Sr,Marcus Cooper Sr,Marcus Cooper Sr
499,2495888,78,267,1984-05-19,UCLA,TE,Marcedes Lewis,Marcedes Lewis,Marcedes Lewis,Marcedes Lewis
500,2495343,69,185,1989-04-26,Chattanooga,CB,Buster Skrine,Buster Skrine,Buster Skrine,Buster Skrine
501,2532877,74,213,1990-01-01,Montana,CB,Trumaine Johnson,Trumaine Johnson,Trumaine Johnson,Trumaine Johnson
502,2533059,71,192,1990-02-07,Louisiana State,CB,Morris Claiborne,Morris Claiborne,Morris Claiborne,Morris Claiborne
503,2543597,73,246,1992-03-09,Kentucky,ILB,Avery Williamson,Avery Williamson,Avery Williamson,Avery Williamson
504,2555256,75,259,1994-07-01,Georgia,OLB,Jordan Jenkins,Jordan Jenkins,Jordan Jenkins,Jordan Jenkins
505,2555322,73,232,1994-10-18,Ohio State,ILB,Darron Lee,Darron Lee,Darron Lee,Darron Lee
506,2556617,72,210,1993-09-25,Appalachian State,S,Doug Middleton,Doug Middleton,Doug Middleton,Doug Middleton
507,2557979,73,213,1995-10-17,Louisiana State,SS,Jamal Adams,Jamal Adams,Jamal Adams,Jamal Adams
508,79860,75,220,1988-02-07,Georgia,QB,Matthew Stafford,Matthew Stafford,Matthew Stafford,Matthew Stafford
509,497326,71,197,1988-08-02,Notre Dame,WR,Golden Tate,Golden Tate III,Golden Tate III,Golden Tate III
510,2532884,74,198,1990-03-12,California,WR,Marvin Jones,Marvin Jones Jr,Marvin Jones Jr,Marvin Jones Jr
511,2558049,77,265,1994-05-07,Toledo,TE,Michael Roberts,Michael Roberts,Michael Roberts,Michael Roberts
512,2558052,76,213,1993-11-03,Northern Illinois,WR,Kenny Golladay,Kenny Golladay,Kenny Golladay,Kenny Golladay
513,2560765,71,212,1997-06-30,Auburn,RB,Kerryon Johnson,Kerryon Johnson,Kerryon Johnson,Kerryon Johnson
514,2540020,69,201,1991-05-04,Notre Dame,RB,Theo Riddick,Theo Riddick,Theo Riddick,Theo Riddick
515,2541199,77,254,1990-01-15,Rice,TE,Luke Willson,Luke Willson,Luke Willson,Luke Willson
516,2540203,80,268,1991-07-30,Stanford,TE,Levine Toilolo,Levine Toilolo,Levine Toilolo,Levine Toilolo
517,2561366,75,235,1996-09-19,Washington State,LB,Frankie Luvu,Frankie Luvu,Frankie Luvu,Frankie Luvu
518,2543836,6-0,190,1992-07-19,Notre Dame,WR,T.J. Jones,T.J. Jones,TJ Jones,T.J. Jones
519,2553353,72,182,1990-11-26,Marshall,CB,Darryl Roberts,Darryl Roberts,Darryl Roberts,Darryl Roberts
520,2556453,6-3,250,1992-11-23,Monmouth (N.J.),TE,Hakeem Valles,Hakeem Valles,Hakeem Valles,Hakeem Valles
521,2540219,72,212,1991-02-14,Georgia Southern,FS,J.J. Wilcox,J.J. Wilcox,JJ Wilcox,J.J. Wilcox
522,2552486,77,302,1994-06-20,Southern California,DE,Leonard Williams,Leonard Williams,Leonard Williams,Leonard Williams
523,2543828,74,225,1992-05-31,Nebraska,WR,Quincy Enunwa,Quincy Enunwa,Quincy Enunwa,Quincy Enunwa
524,2550189,71,225,1993-01-08,Alabama State,RB,Isaiah Crowell,Isaiah Crowell,Isaiah Crowell,Isaiah Crowell
525,2553451,6-4,257,1992-01-14,"Monmouth, N.J.",TE,Neal Sterling,Neal Sterling,Neal Sterling,Neal Sterling
526,2553744,78,263,1992-04-22,Texas-El Paso,TE,Eric Tomlinson,Eric Tomlinson,Eric Tomlinson,Eric Tomlinson
527,2556462,75,190,1993-05-09,Temple,WR,Robby Anderson,Robby Anderson,Robby Anderson,Robby Anderson
528,2561036,75,225,1997-06-05,Southern California,QB,Sam Darnold,Sam Darnold,Sam Darnold,Sam Darnold
529,71441,6-0,207,1986-01-15,New Mexico,FS,Glover Quin,Glover Quin,Glover Quin,Glover Quin
530,2534830,72,208,1990-03-19,Illinois,SS,Tavon Wilson,Tavon Wilson Sr,Tavon Wilson Sr,Tavon Wilson Sr
531,2540288,72,190,1991-01-01,Mississippi State,CB,Darius Slay,Darius Slay Jr,Darius Slay Jr,Darius Slay Jr
532,2543869,75,256,1991-06-24,Southern California,OLB,Devon Kennard,Devon Kennard,Devon Kennard,Devon Kennard
533,2543872,69,190,1991-04-23,Utah State,CB,Nevin Lawson,Nevin Lawson,Nevin Lawson,Nevin Lawson
534,2550572,75,250,1991-02-18,Florida State,ILB,Christian Jones,Christian Jones,Christian Jones,Christian Jones
535,2552262,69,197,1993-01-22,Texas,SS,Quandre Diggs,Quandre Diggs,Quandre Diggs,Quandre Diggs
536,2557924,72,233,1995-01-31,Tennessee,OLB,Jalen Reeves-Maybin,Jalen Reeves-Maybin,Jalen ReevesMaybin,Jalen Reeves-Maybin
537,2531332,6-4,228,1989-06-20,Ohio State,WR,Terrelle Pryor,Terrelle Pryor Sr,Terrelle Pryor Sr,Terrelle Pryor Sr
538,2558821,70,190,1995-04-03,San Diego,CB,Jamal Agnew,Jamal Agnew,Jamal Agnew,Jamal Agnew
539,2557855,73,245,1994-11-16,Florida,MLB,Jarrad Davis,Jarrad Davis,Jarrad Davis,Jarrad Davis
540,2560738,76,252,1996-02-23,Miami,TE,Chris Herndon,Chris Herndon,Chris Herndon,Chris Herndon
541,2552494,6-3,243,1994-01-20,Virginia,DE,Eli Harold,Eli Harold,Eli Harold,Eli Harold
542,497149,6-0,247,1986-05-12,Oregon,RB,LeGarrette Blount,LeGarrette Blount,LeGarrette Blount,LeGarrette Blount
543,2495328,70,204,1988-10-27,Louisville,RB,Bilal Powell,Bilal Powell,Bilal Powell,Bilal Powell
544,2560822,70,180,1994-10-11,Tulane,CB,Parry Nickerson,Parry Nickerson,Parry Nickerson,Parry Nickerson
545,2495262,73,250,1989-05-12,Central Michigan,FB,Nick Bellore,Nick Bellore,Nick Bellore,Nick Bellore
546,2553657,74,234,1993-04-06,Marshall,OLB,Neville Hewitt,Neville Hewitt,Neville Hewitt,Neville Hewitt
547,2506562,6-4,225,1982-05-17,USC,QB,Matt Cassel,Matt Cassel,Matt Cassel,Matt Cassel
548,2549896,6-2,250,1992-02-16,Arizona,OLB,Marquis Flowers,Marquis Flowers,Marquis Flowers,Marquis Flowers
549,2553725,5-10,205,1992-12-14,Texas Tech,WR,Bradley Marquez,Bradley Marquez,Bradley Marquez,Bradley Marquez
550,497320,71,195,1988-01-09,Citadel,WR,Andre Roberts,Andre Roberts,Andre Roberts,Andre Roberts
551,2555477,6-2,209,1992-10-16,Clemson,WR,Charone Peake,Charone Peake,Charone Peake,Charone Peake
552,2557885,77,258,1995-01-31,Clemson,TE,Jordan Leggett,Jordan Leggett,Jordan Leggett,Jordan Leggett
553,2561137,71,185,1994-07-23,Virginia State,RB,Trenton Cannon,Trenton Cannon,Trenton Cannon,Trenton Cannon
554,2557955,72,191,1995-12-31,Florida,CB,Teez Tabor,Teez Tabor,Teez Tabor,Teez Tabor
555,1302,73,209,1986-02-13,Kansas,CB,Aqib Talib,Aqib Talib,Aqib Talib,Aqib Talib
556,2540197,68,178,1992-01-17,Southern California,CB,Nickell Robey-Coleman,Nickell Robey-Coleman,Nickell RobeyColeman,Nickell Robey-Coleman
557,2543492,68,185,1990-11-27,Florida State,FS,Lamarcus Joyner,Lamarcus Joyner,Lamarcus Joyner,Lamarcus Joyner
558,2552488,72,197,1993-01-09,Washington,CB,Marcus Peters,Marcus Peters,Marcus Peters,Marcus Peters
559,2556277,71,207,1994-10-27,Midwestern State,SS,Marqui Christian,Marqui Christian,Marqui Christian,Marqui Christian
560,2556593,75,228,1993-11-18,Washington,ILB,Cory Littleton,Cory Littleton,Cory Littleton,Cory Littleton
561,2558183,72,209,1995-12-19,Boston College,SS,John Johnson,John Johnson,John Johnson,John Johnson
562,2558830,75,245,1995-05-09,Eastern Washington,OLB,Samson Ebukam,Samson Ebukam,Samson Ebukam,Samson Ebukam
563,1032,6-3,217,1985-05-31,Kansas State,WR,Jordy Nelson,Jordy Nelson,Jordy Nelson,Jordy Nelson
564,71265,77,254,1987-04-07,South Carolina,TE,Jared Cook,Jared Cook,Jared Cook,Jared Cook
565,2495663,71,215,1986-04-22,California,RB,Marshawn Lynch,Marshawn Lynch,Marshawn Lynch,Marshawn Lynch
566,2543499,75,210,1991-03-28,Fresno State,QB,Derek Carr,Derek Carr,Derek Carr,Derek Carr
567,2550597,74,195,1991-02-22,West Alabama,WR,Seth Roberts,Seth Roberts,Seth Roberts,Seth Roberts
568,2552487,73,211,1994-06-17,Alabama,WR,Amari Cooper,Amari Cooper,Amari Cooper,Amari Cooper
569,2540169,72,193,1992-04-10,Southern California,WR,Robert Woods,Robert Woods,Robert Woods,Robert Woods
570,2543498,70,183,1993-09-25,Oregon State,WR,Brandin Cooks,Brandin Cooks,Brandin Cooks,Brandin Cooks
571,2552475,73,224,1994-08-03,Georgia,RB,Todd Gurley,Todd Gurley II,Todd Gurley II,Todd Gurley II
572,2555334,76,223,1994-10-14,California,QB,Jared Goff,Jared Goff,Jared Goff,Jared Goff
573,2555364,78,257,1993-01-01,Western Kentucky,TE,Tyler Higbee,Tyler Higbee,Tyler Higbee,Tyler Higbee
574,2557898,74,208,1993-06-15,Eastern Washington,WR,Cooper Kupp,Cooper Kupp,Cooper Kupp,Cooper Kupp
575,2495153,5-10,200,1988-08-12,Clemson,FS,Marcus Gilchrist,Marcus Gilchrist,Marcus Gilchrist,Marcus Gilchrist
576,2495617,5-11,195,1984-09-12,Michigan,CB,Leon Hall,Leon Hall,Leon Hall,Leon Hall
577,2506353,6-3,245,1982-11-22,Texas,ILB,Derrick Johnson,Derrick Johnson,Derrick Johnson,Derrick Johnson
578,2507167,5-11,210,1983-09-21,Florida,FS,Reggie Nelson,Reggie Nelson,Reggie Nelson,Reggie Nelson
579,2532986,73,241,1990-04-02,Temple,OLB,Tahir Whitehead,Tahir Whitehead,Tahir Whitehead,Tahir Whitehead
580,2541200,74,194,1989-10-02,Northern Illinois,CB,Rashaan Melvin,Rashaan Melvin,Rashaan Melvin,Rashaan Melvin
581,2558062,72,190,1995-06-29,Ohio State,CB,Gareon Conley,Gareon Conley,Gareon Conley,Gareon Conley
582,2543487,6-2,263,1992-04-28,Florida,OLB,Dominique Easley,Dominique Easley,Dominique Easley,Dominique Easley
583,2552320,6-2,237,1992-08-19,Georgia,ILB,Ramik Wilson,Ramik Wilson,Ramik Wilson,Ramik Wilson
584,2534241,75,240,1990-07-25,Beloit,TE,Derek Carrier,Derek Carrier,Derek Carrier,Derek Carrier
585,2556885,68,207,1993-10-15,Southern Mississippi,RB,Jalen Richard,Jalen Richard,Jalen Richard,Jalen Richard
586,2553722,6-3,265,1991-09-21,Northwest Missouri State,OLB,Matt Longacre,Matt Longacre,Matt Longacre,Matt Longacre
587,2532899,5-9,210,1989-01-13,Boise State,RB,Doug Martin,Doug Martin,Doug Martin,Doug Martin
588,306,74,205,1986-04-07,Tennessee State,CB,Dominique Rodgers-Cromartie,Dominique Rodgers-Cromartie,Dominique RodgersCromartie,Dominique Rodgers-Cromartie
589,2557889,75,240,1994-06-25,South Alabama,TE,Gerald Everett,Gerald Everett,Gerald Everett,Gerald Everett
590,2558194,75,196,1995-02-16,Texas A&M,WR,Josh Reynolds,Josh Reynolds,Josh Reynolds,Josh Reynolds
591,2557972,75,235,1995-10-21,Wake Forest,MLB,Marquel Lee,Marquel Lee,Marquel Lee,Marquel Lee
592,2552382,71,222,1993-05-15,Texas,RB,Malcolm Brown,Malcolm Brown,Malcolm Brown,Malcolm Brown
593,2555294,76,260,1992-03-20,Michigan State,LB,Shilique Calhoun,Shilique Calhoun,Shilique Calhoun,Shilique Calhoun
594,2558875,76,232,1994-11-23,Oregon,TE,Johnny Mundt,Johnny Mundt,Johnny Mundt,Johnny Mundt
595,2536032,6-4,245,1989-08-06,Kansas State,OLB,Emmanuel Lamur,Emmanuel Lamur,Emmanuel Lamur,Emmanuel Lamur
596,2555342,70,200,1993-09-08,West Virginia,SS,Karl Joseph,Karl Joseph,Karl Joseph,Karl Joseph
597,2550400,72,240,1992-04-08,San Jose State,FB,Keith Smith,Keith Smith,Keith Smith,Keith Smith
598,2556817,70,185,1993-05-03,North Carolina A&T,CB,Tony McRae,Tony McRae,Tony McRae,Tony McRae
599,2560745,77,265,1995-06-29,Ohio State,DE,Sam Hubbard,Sam Hubbard,Sam Hubbard,Sam Hubbard
600,2552392,71,210,1993-01-21,Stanford,SS,Jordan Richards,Jordan Richards,Jordan Richards,Jordan Richards
601,2559924,69,195,1995-09-11,Southern Mississippi,RB,Ito Smith,Ito Smith,Ito Smith,Ito Smith
602,2561009,74,235,1993-12-16,Mississippi,DE,Marquis Haynes,Marquis Haynes,Marquis Haynes,Marquis Haynes
603,2560775,73,200,1995-01-23,Tennessee,DB,Rashaan Gaulden,Rashaan Gaulden,Rashaan Gaulden,Rashaan Gaulden
604,2539219,73,190,1989-12-05,Connecticut,CB,Blidi Wreh-Wilson,Blidi Wreh-Wilson,Blidi WrehWilson,Blidi Wreh-Wilson
605,2558171,70,185,1994-10-09,Miami,CB,Corn Elder,Corn Elder,Corn Elder,Corn Elder
606,2534741,5-10,205,1989-12-02,West Virginia,FS,Keith Tandy,Keith Tandy,Keith Tandy,Keith Tandy
607,2495288,77,255,1988-08-03,Nevada,TE,Virgil Green,Virgil Green,Virgil Green,Virgil Green
608,2506121,77,228,1981-12-08,North Carolina State,QB,Philip Rivers,Philip Rivers,Philip Rivers,Philip Rivers
609,2552469,73,215,1993-04-13,Wisconsin,RB,Melvin Gordon,Melvin Gordon III,Melvin Gordon III,Melvin Gordon III
610,2555220,74,234,1992-11-07,Wisconsin,FB,Derek Watt,Derek Watt,Derek Watt,Derek Watt
611,2558846,76,218,1994-10-04,Clemson,WR,Mike Williams,Mike Williams,Mike Williams,Mike Williams
612,2559161,77,255,1993-06-11,Missouri,TE,Sean Culkin,Sean Culkin,Sean Culkin,Sean Culkin
613,79901,5-11,207,1988-05-27,Illinois,CB,Vontae Davis,Vontae Davis,Vontae Davis,Vontae Davis
614,2505299,6-4,255,1980-06-18,Kent State,TE,Antonio Gates,Antonio Gates,Antonio Gates,Antonio Gates
615,2540154,74,211,1992-04-27,California,WR,Keenan Allen,Keenan Allen,Keenan Allen,Keenan Allen
616,2553913,76,205,1992-02-12,Western Oregon,WR,Tyrell Williams,Tyrell Williams,Tyrell Williams,Tyrell Williams
617,2532861,71,192,1989-09-09,Vanderbilt,CB,Casey Hayward,Casey Hayward Jr,Casey Hayward Jr,Casey Hayward Jr
618,2541958,70,195,1990-01-24,Central Michigan,SS,Jahleel Addae,Jahleel Addae,Jahleel Addae,Jahleel Addae
619,2552310,71,240,1992-12-05,Miami,ILB,Denzel Perryman,Denzel Perryman,Denzel Perryman,Denzel Perryman
620,2556828,71,191,1993-09-15,Penn State,CB,Trevor Williams,Trevor Williams,Trevor Williams,Trevor Williams
621,2557927,70,201,1994-12-14,Iowa,CB,Desmond King,Desmond King,Desmond King,Desmond King
622,2560760,74,215,1996-08-03,Florida State,SS,Derwin James,Derwin James,Derwin James,Derwin James
623,2560928,74,216,1996-03-24,West Virginia,LB,Kyzir White,Kyzir White,Kyzir White,Kyzir White
624,2559169,70,200,1995-05-17,"Western State, Colo.",RB,Austin Ekeler,Austin Ekeler,Austin Ekeler,Austin Ekeler
625,2550842,71,210,1992-03-28,Texas,SS,Adrian Phillips,Adrian Phillips,Adrian Phillips,Adrian Phillips
626,2556148,71,221,1994-02-18,Akron,OLB,Jatavis Brown,Jatavis Brown,Jatavis Brown,Jatavis Brown
627,2560826,74,251,1996-12-28,Southern California,LB,Uchenna Nwosu,Uchenna Nwosu,Uchenna Nwosu,Uchenna Nwosu
628,2558182,74,220,1994-01-25,Miami,SS,Rayshawn Jenkins,Rayshawn Jenkins,Rayshawn Jenkins,Rayshawn Jenkins
629,2552296,75,250,1991-08-16,North Dakota State,OLB,Kyle Emanuel,Kyle Emanuel,Kyle Emanuel,Kyle Emanuel
630,2530763,73,234,1989-04-30,South Carolina,FB,Patrick DiMarco,Patrick DiMarco,Patrick DiMarco,Patrick DiMarco
631,2507644,5-11,232,1987-10-08,North Dakota State,OLB,Ramon Humber,Ramon Humber,Ramon Humber,Ramon Humber
632,2556652,71,195,1992-09-24,Pittsburgh,CB,Lafayette Pitts,Lafayette Pitts,Lafayette Pitts,Lafayette Pitts
633,2552654,75,211,1992-01-10,Connecticut,WR,Geremy Davis,Geremy Davis,Geremy Davis,Geremy Davis
634,2561358,5-10,174,1992-06-12,West Georgia,WR,J.J. Jones,J.J. Jones,JJ Jones,J.J. Jones
635,2561382,5-10,210,1994-06-03,Western Carolina,RB,Detrez Newsome,Detrez Newsome,Detrez Newsome,Detrez Newsome
636,2560818,72,205,1994-08-04,Jacksonville State,DB,Siran Neal,Siran Neal,Siran Neal,Siran Neal
637,2495438,78,265,1989-11-09,Notre Dame,TE,Kyle Rudolph,Kyle Rudolph,Kyle Rudolph,Kyle Rudolph
638,2532820,75,202,1988-08-19,Michigan State,QB,Kirk Cousins,Kirk Cousins,Kirk Cousins,Kirk Cousins
639,2541161,75,230,1990-01-18,Central Florida,RB,Latavius Murray,Latavius Murray,Latavius Murray,Latavius Murray
640,2541785,74,200,1990-08-22,Minn. State-Mankato,WR,Adam Thielen,Adam Thielen,Adam Thielen,Adam Thielen
641,2555306,76,265,1993-05-19,Texas-San Antonio,TE,David Morgan,David Morgan II,David Morgan II,David Morgan II
642,2561027,75,254,1995-07-30,Central Michigan,TE,Tyler Conklin,Tyler Conklin,Tyler Conklin,Tyler Conklin
643,2552608,72,191,1993-11-29,Maryland,WR,Stefon Diggs,Stefon Diggs,Stefon Diggs,Stefon Diggs
644,2555214,74,215,1995-06-14,Mississippi,WR,Laquon Treadwell,Laquon Treadwell,Laquon Treadwell,Laquon Treadwell
645,2534567,6-2,235,1988-09-12,Idaho,MLB,Korey Toomer,Korey Toomer,Korey Toomer,Korey Toomer
646,2525323,73,210,1987-09-09,Rice,SS,Andrew Sendejo,Andrew Sendejo,Andrew Sendejo,Andrew Sendejo
647,2532948,74,214,1989-02-02,Notre Dame,FS,Harrison Smith,Harrison Smith,Harrison Smith,Harrison Smith
648,2540155,73,218,1990-06-19,Florida State,CB,Xavier Rhodes,Xavier Rhodes,Xavier Rhodes,Xavier Rhodes
649,2543459,77,255,1992-03-18,UCLA,OLB,Anthony Barr,Anthony Barr,Anthony Barr,Anthony Barr
650,2552312,72,232,1992-02-29,UCLA,MLB,Eric Kendricks,Eric Kendricks,Eric Kendricks,Eric Kendricks
651,2552448,72,190,1992-07-25,Michigan State,CB,Trae Waynes,Trae Waynes,Trae Waynes,Trae Waynes
652,2555177,70,192,1993-11-12,Clemson,CB,Mackensie Alexander,Mackensie Alexander,Mackensie Alexander,Mackensie Alexander
653,2557991,70,210,1995-08-10,Florida State,RB,Dalvin Cook,Dalvin Cook,Dalvin Cook,Dalvin Cook
654,2556803,71,235,1993-07-22,"Augustana, S.D.",FB,C.J. Ham,C.J. Ham,CJ Ham,C.J. Ham
655,2495170,6-0,195,1989-10-07,New Mexico State,CB,Davon House,Davon House,Davon House,Davon House
656,2558033,74,244,1994-10-16,Michigan,OLB,Ben Gedeon,Ben Gedeon,Ben Gedeon,Ben Gedeon
657,2555156,76,215,1994-02-11,Clemson,SS,Jayron Kearse,Jayron Kearse,Jayron Kearse,Jayron Kearse
658,2557896,6-0,195,1994-05-13,Miami (Fla.),WR,Stacy Coley,Stacy Coley,Stacy Coley,Stacy Coley
659,2560746,70,191,1997-02-11,Central Florida,CB,Mike Hughes,Mike Hughes,Mike Hughes,Mike Hughes
660,2560243,74,215,1993-03-25,"Concordia, Minn",WR,Brandon Zylstra,Brandon Zylstra,Brandon Zylstra,Brandon Zylstra
661,2556489,72,230,1994-03-09,Louisville,OLB,James Burgess,James Burgess Jr,James Burgess Jr,James Burgess Jr
662,2533047,6-3,257,1991-01-27,Georgia,TE,Orson Charles,Orson Charles,Orson Charles,Orson Charles
663,2552484,72,196,1993-06-01,Florida State,CB,P.J. Williams,P.J. Williams,PJ Williams,P.J. Williams
664,2532887,73,209,1990-02-06,Washington,WR,Jermaine Kearse,Jermaine Kearse,Jermaine Kearse,Jermaine Kearse
665,2540258,77,260,1989-10-05,Cincinnati,TE,Travis Kelce,Travis Kelce,Travis Kelce,Travis Kelce
666,2543457,73,211,1993-06-14,Clemson,WR,Sammy Watkins,Sammy Watkins,Sammy Watkins,Sammy Watkins
667,2552652,75,205,1992-10-25,Georgia,WR,Chris Conley,Chris Conley,Chris Conley,Chris Conley
668,2556214,70,185,1994-03-01,West Alabama,WR,Tyreek Hill,Tyreek Hill,Tyreek Hill,Tyreek Hill
669,2557917,71,216,1995-08-06,Toledo,RB,Kareem Hunt,Kareem Hunt,Kareem Hunt,Kareem Hunt
670,2558125,75,230,1995-09-17,Texas Tech,QB,Patrick Mahomes,Patrick Mahomes II,Patrick Mahomes II,Patrick Mahomes II
671,2532946,71,187,1988-11-15,Clemson,CB,Coty Sensabaugh,Coty Sensabaugh,Coty Sensabaugh,Coty Sensabaugh
672,2307,5-10,196,1987-10-02,Boise State,CB,Orlando Scandrick,Orlando Scandrick,Orlando Scandrick,Orlando Scandrick
673,2495493,75,270,1989-01-21,Georgia,DE,Justin Houston,Justin Houston,Justin Houston,Justin Houston
674,2530794,6-0,206,1987-08-17,Newberry,FS,Ron Parker,Ron Parker,Ron Parker,Ron Parker
675,2543592,72,235,1992-06-10,Iowa,MLB,Anthony Hitchens,Anthony Hitchens,Anthony Hitchens,Anthony Hitchens
676,2552265,71,194,1993-01-22,Oregon State,CB,Steven Nelson,Steven Nelson,Steven Nelson,Steven Nelson
677,2555169,74,252,1993-09-23,Alabama,ILB,Reggie Ragland,Reggie Ragland,Reggie Ragland,Reggie Ragland
678,2555173,71,199,1994-01-07,Minnesota,FS,Eric Murray,Eric Murray,Eric Murray,Eric Murray
679,2555349,71,198,1995-02-13,Virginia Tech,CB,Kendall Fuller,Kendall Fuller,Kendall Fuller,Kendall Fuller
680,2560881,75,285,1995-12-18,Mississippi,LB,Breeland Speaks,Breeland Speaks,Breeland Speaks,Breeland Speaks
681,2560921,71,205,1996-03-19,Texas A&M,DB,Armani Watts,Armani Watts,Armani Watts,Armani Watts
682,2540215,76,267,1990-06-13,Rice,TE,Vance McDonald,Vance McDonald,Vance McDonald,Vance McDonald
683,2556775,6-2,235,1993-03-05,Florida State,ILB,Terrance Smith,Terrance Smith,Terrance Smith,Terrance Smith
684,2495340,70,242,1988-12-11,Connecticut,FB,Anthony Sherman,Anthony Sherman,Anthony Sherman,Anthony Sherman
685,2541187,79,230,1991-07-29,Wisconsin-Milwaukee,TE,Demetrius Harris,Demetrius Harris,Demetrius Harris,Demetrius Harris
686,2561103,71,190,1996-07-20,Central Arkansas,WR,Tremon Smith,Tremon Smith,Tremon Smith,Tremon Smith
