, Signing Bonus , Total Salary ,Acceleration,Age,Agility,Awareness,BC Vision,Block Shedding,Break Sack,Break Tackle,Carrying,Catch,Catch in Traffic,College,Deep Route Running,Elusiveness,Finesse Moves,Handedness,Height,Hit Power,Impact Blocking,Injury,Jersey #,Juke Move,Jumping,Kick Accuracy,Kick Power,Kick Return,Lead Block,Man Coverage,Medium Route Running,Overall,Pass Block,Pass Block Finesse,Pass Block Power,Play Recognition,Playaction,Position,Power Moves,Press,Pursuit,Release,Run Block,Run Block Finesse,Run Block Power,Short Route Runing,Spec. Catch,Speed,Spin Move,Stamina,Stiff Arm,Strength,Tackle,Team,Throw Accuracy Deep,Throw Accuracy Mid,Throw Accuracy Short,Throw Power,Throw Under Pressure,Throw on the Run,Toughness,Trucking,Weight,Years Pro,Zone Coverage,birthDate,collegeName,displayName,height,nflId,nopunctuationname_x,nopunctuationname_y,position,updatedName,updatedName2_x,updatedName2_y,weight
992, $ -   ," $ 1,907,000.00 ",92,26,92,78,80,35,23,81,75,85,83,Notre Dame,76,77,10,Right,72,12,40,94,13,82,82,22,20,77,20,15,79,76,44,20,19,26,6,WR,10,10,40,68,46,21,28,77,81,90,75,91,46,54,34,Lions,6,10,15,21,23,10,75,44,190,4,26,1992-07-19,Notre Dame,T.J. Jones,6-0,2543836,TJ Jones,TJ Jones,WR,T.J. Jones,T.J. Jones,T.J. Jones,190
993, $ -   ," $ 1,620,000.00 ",81,26,76,65,52,55,12,38,61,70,66,W. Kentucky,34,48,52,Right,77,63,76,86,74,60,86,11,15,10,77,12,45,68,73,74,72,28,6,RT,60,10,52,53,74,74,67,52,68,78,54,87,62,85,55,Seahawks,6,6,6,13,12,6,83,64,322,2,13,1992-07-19,Notre Dame,T.J. Jones,6-0,2543836,TJ Jones,George Fant,WR,T.J. Jones,T.J. Jones,George Fant,190
994," $ 50,000.00 "," $ 2,334,000.00 ",94,27,94,69,64,43,10,60,52,53,42,Marshall,10,70,35,Right,72,62,47,79,27,74,91,12,15,63,17,78,15,76,35,35,35,69,6,CB,30,78,64,35,35,35,35,25,49,92,70,88,21,75,55,Jets,6,6,6,10,13,6,68,20,182,3,71,1990-11-26,Marshall,Darryl Roberts,72,2553353,Darryl Roberts,Darryl Roberts,CB,Darryl Roberts,Darryl Roberts,Darryl Roberts,182
995," $ 90,000.00 "," $ 790,000.00 ",77,27,58,73,10,15,12,5,44,35,10,Virginia,5,10,10,Right,79,35,78,95,68,10,72,20,20,10,76,12,5,68,74,72,75,15,6,RT,15,10,22,12,73,73,72,10,12,55,10,76,10,83,39,Falcons,6,6,6,25,15,6,74,11,308,6,15,1990-11-26,Marshall,Darryl Roberts,72,2553353,Darryl Roberts,Austin Pasztor,CB,Darryl Roberts,Darryl Roberts,Austin Pasztor,182
996," $ 1,050,000.00 "," $ 6,250,000.00 ",84,27,63,71,10,23,12,5,35,25,10,Penn State,5,11,10,Right,77,35,78,84,76,10,84,18,17,10,76,12,5,67,71,70,72,13,6,RT,10,10,34,12,74,74,68,10,12,71,10,79,10,84,38,49ers,6,6,6,23,11,6,75,15,315,4,29,1990-11-26,Marshall,Darryl Roberts,72,2553353,Darryl Roberts,Garry Gilliam,CB,Darryl Roberts,Darryl Roberts,Garry Gilliam,182
997," $ 1,200,000.00 "," $ 3,600,000.00 ",88,25,85,64,61,73,12,41,55,40,32,Nebraska,4,51,81,Right,78,75,82,84,94,52,87,19,26,10,12,40,8,76,45,45,45,64,6,RE,70,45,82,20,45,45,45,15,38,84,49,76,55,79,75,Cowboys,6,6,6,24,16,6,64,50,245,3,55,1992-11-23,Monmouth (N.J.),Hakeem Valles,6-3,2556453,Hakeem Valles,Randy Gregory,TE,Hakeem Valles,Hakeem Valles,Randy Gregory,250
998, $ -   ," $ 705,000.00 ",82,25,66,68,22,79,12,10,45,33,15,N.C. State,3,10,57,Right,72,73,83,90,99,10,71,11,17,10,33,15,7,74,45,45,45,68,6,LE,81,10,76,15,45,45,45,15,15,74,10,84,35,85,79,Chiefs,6,6,6,14,10,6,82,36,299,4,29,1992-11-23,Monmouth (N.J.),Hakeem Valles,6-3,2556453,Hakeem Valles,TY McGill,TE,Hakeem Valles,Hakeem Valles,T.Y. McGill,250
999, $ -   ," $ 570,000.00 ",87,25,72,55,55,58,15,45,60,71,62,Monmouth,50,45,10,Right,75,20,60,85,84,60,80,15,15,15,45,19,55,66,68,67,66,51,6,TE,10,10,35,64,75,74,73,60,64,83,58,88,58,71,48,Lions,6,10,15,20,10,10,78,65,250,2,18,1992-11-23,Monmouth (N.J.),Hakeem Valles,6-3,2556453,Hakeem Valles,Hakeem Valles,TE,Hakeem Valles,Hakeem Valles,Hakeem Valles,250
1000," $ 180,000.00 "," $ 1,000,000.00 ",91,27,88,73,75,42,18,54,65,68,69,Ga. Southern,30,69,61,Right,72,90,68,86,37,76,82,19,26,68,23,55,35,71,35,35,35,73,6,FS,55,68,62,45,35,35,35,45,76,87,72,88,65,65,78,Jets,6,6,6,24,18,6,84,60,212,5,59,1991-02-14,Georgia Southern,J.J. Wilcox,72,2540219,JJ Wilcox,JJ Wilcox,FS,J.J. Wilcox,J.J. Wilcox,J.J. Wilcox,212
1001," $ 130,000.00 "," $ 705,000.00 ",78,27,57,63,10,25,12,5,55,40,15,J. Madison,5,11,10,Right,78,30,69,90,72,10,77,11,11,10,70,11,5,68,73,72,74,15,6,LT,10,10,33,15,78,74,78,15,15,63,10,83,10,83,34,Jaguars,6,6,6,10,10,6,74,25,306,4,12,1991-02-14,Georgia Southern,J.J. Wilcox,72,2540219,JJ Wilcox,Josh Wells,FS,J.J. Wilcox,J.J. Wilcox,Josh Wells,212
1002," $ 2,950,000.00 "," $ 17,175,572.00 ",83,24,73,86,38,83,12,15,55,37,29,USC,4,25,69,Right,77,81,88,85,92,44,79,17,18,10,18,23,8,84,45,45,45,86,6,LE,84,20,84,15,45,45,45,15,25,73,35,73,50,87,86,Jets,6,6,6,35,14,6,85,49,302,3,29,1994-06-20,Southern California,Leonard Williams,77,2552486,Leonard Williams,Leonard Williams,DE,Leonard Williams,Leonard Williams,Leonard Williams,302
1003, $ -   ," $ 2,914,000.00 ",92,26,85,83,83,47,22,73,76,84,82,Nebraska,83,71,10,Right,74,15,54,93,81,79,88,20,21,35,34,18,84,79,41,15,23,22,6,WR,10,15,49,78,58,32,39,81,84,90,74,87,65,64,47,Jets,6,10,15,24,23,10,82,70,225,4,18,1992-05-31,Nebraska,Quincy Enunwa,74,2543828,Quincy Enunwa,Quincy Enunwa,WR,Quincy Enunwa,Quincy Enunwa,Quincy Enunwa,225
1004, $ -   ," $ 555,000.00 ",77,26,52,70,10,20,12,5,25,20,10,UCF,5,10,10,Right,75,20,82,88,64,10,74,20,20,10,83,12,5,67,69,70,69,20,6,RG,10,10,35,12,72,72,67,10,12,55,10,72,10,89,35,Packers,6,6,6,20,10,6,73,25,317,3,15,1992-05-31,Nebraska,Quincy Enunwa,74,2543828,Quincy Enunwa,Justin McCray,WR,Quincy Enunwa,Quincy Enunwa,Justin McCray,225
1005," $ 3,000,000.00 "," $ 9,000,000.00 ",92,25,86,86,83,39,19,77,87,62,62,Alabama St.,43,75,10,Right,71,12,40,93,20,90,89,22,20,70,42,15,51,79,38,22,26,21,15,HB,10,10,44,59,45,35,35,58,53,88,79,85,74,75,40,Jets,20,30,35,32,16,15,75,83,225,4,13,1993-01-08,Alabama State,Isaiah Crowell,71,2550189,Isaiah Crowell,Isaiah Crowell,RB,Isaiah Crowell,Isaiah Crowell,Isaiah Crowell,225
1006," $ 250,000.00 "," $ 2,605,000.00 ",90,25,90,60,68,53,12,52,59,63,62,Oregon State,11,62,42,Right,74,67,56,86,31,69,76,20,20,56,16,76,15,70,35,35,35,60,6,CB,30,75,76,30,35,35,35,25,57,87,63,92,35,55,67,Texans,6,6,6,35,10,6,73,33,206,1,73,1993-01-08,Alabama State,Isaiah Crowell,71,2550189,Isaiah Crowell,Treston DeCoud,RB,Isaiah Crowell,Isaiah Crowell,Treston DeCoud,225
1007, $ -   ," $ 1,620,000.00 ",90,25,89,88,83,26,22,77,78,89,84,Temple,87,75,10,Right,75,12,43,85,11,84,86,11,11,65,23,20,85,84,35,22,24,25,6,WR,10,10,38,81,52,31,37,83,88,94,77,89,59,61,21,Jets,6,10,15,29,20,10,78,48,190,2,25,1993-05-09,Temple,Robby Anderson,75,2556462,Robby Anderson,Robby Anderson,WR,Robby Anderson,Robby Anderson,Robby Anderson,190
1008," $ 20,070,000.00 "," $ 30,248,423.00 ",83,21,81,77,74,20,66,41,58,39,16,USC,11,55,10,Right,76,18,22,88,14,63,67,14,18,10,19,11,13,75,19,19,14,20,82,QB,10,10,28,12,25,10,15,14,44,77,36,95,47,60,30,Jets,73,82,86,90,80,85,92,22,220,0,16,1997-06-05,Southern California,Sam Darnold,75,2561036,Sam Darnold,Sam Darnold,QB,Sam Darnold,Sam Darnold,Sam Darnold,225
1009," $ 5,000,000.00 "," $ 11,000,000.00 ",91,32,84,91,50,64,12,47,56,76,60,New Mexico,10,62,54,Right,72,73,63,88,27,74,91,22,17,40,18,78,15,87,35,35,35,91,6,FS,52,82,86,34,35,35,35,25,65,86,72,94,31,63,72,Lions,6,6,6,18,28,6,87,10,207,9,85,1986-01-15,New Mexico,Glover Quin,6-0,71441,Glover Quin,Glover Quin,FS,Glover Quin,Glover Quin,Glover Quin,207
1010," $ 1,850,000.00 "," $ 4,868,000.00 ",87,28,88,86,60,61,15,40,66,65,50,Illinois,15,55,59,Right,72,69,62,87,32,70,82,15,20,35,17,78,20,81,35,35,35,86,15,SS,46,75,77,20,35,35,35,30,55,86,66,92,38,58,71,Lions,10,10,15,30,16,15,87,47,212,6,74,1990-03-19,Illinois,Tavon Wilson,72,2534830,Tavon Wilson Sr,Tavon Wilson Sr,SS,Tavon Wilson Sr,Tavon Wilson Sr,Tavon Wilson Sr,208
1011," $ 100,000.00 "," $ 900,000.00 ",82,28,85,66,78,25,65,50,71,57,35,Florida State,14,54,10,Right,76,12,30,87,3,74,81,14,19,25,20,15,15,69,35,15,25,15,67,QB,10,10,40,45,35,20,25,25,30,83,69,94,65,69,39,Raiders,72,76,79,91,75,81,87,55,237,5,20,1990-03-19,Illinois,Tavon Wilson,72,2534830,Tavon Wilson Sr,EJ Manuel,SS,Tavon Wilson Sr,Tavon Wilson Sr,E.J. Manuel,208
1012," $ 14,500,000.00 "," $ 30,000,000.00 ",93,27,93,91,81,57,17,72,64,73,55,Mississippi St.,23,82,49,Right,72,74,56,92,23,84,88,21,25,72,16,89,30,91,35,35,35,91,6,CB,40,84,78,40,35,35,35,40,65,94,81,94,43,59,63,Lions,6,6,6,36,12,6,67,39,190,5,94,1991-01-01,Mississippi State,Darius Slay,72,2540288,Darius Slay Jr,Darius Slay Jr,CB,Darius Slay Jr,Darius Slay Jr,Darius Slay Jr,190
1013," $ 90,000.00 "," $ 790,000.00 ",85,27,76,66,35,68,12,25,55,50,22,West Virginia,5,40,65,Right,75,86,73,92,57,44,82,25,25,10,13,51,5,66,45,45,45,66,6,ROLB,54,55,77,20,45,45,45,15,20,81,39,85,33,68,78,Dolphins,6,6,6,34,15,6,76,55,235,5,62,1991-01-01,Mississippi State,Darius Slay,72,2540288,Darius Slay Jr,Terence Garvin,CB,Darius Slay Jr,Darius Slay Jr,Terence Garvin,190
1014," $ 30,000.00 "," $ 850,000.00 ",82,27,68,76,19,25,12,6,40,35,15,UCLA,5,11,10,Right,76,35,79,94,76,10,68,35,17,10,54,13,5,66,70,69,71,21,6,RG,10,10,34,15,73,73,71,15,15,71,10,89,25,85,31,Titans,6,6,6,19,13,6,76,16,320,4,18,1991-01-01,Mississippi State,Darius Slay,72,2540288,Darius Slay Jr,Xavier SuaFilo,CB,Darius Slay Jr,Darius Slay Jr,Xavier Su'a-Filo,190
1015," $ 5,250,000.00 "," $ 12,000,000.00 ",89,27,77,78,15,73,12,10,55,61,33,USC,5,25,53,Right,75,77,87,80,42,32,75,24,27,10,27,58,5,77,45,45,45,78,6,ROLB,64,50,81,25,45,45,45,15,35,83,33,88,30,75,86,Lions,6,6,6,15,18,6,84,45,251,4,70,1991-06-24,Southern California,Devon Kennard,75,2543869,Devon Kennard,Devon Kennard,OLB,Devon Kennard,Devon Kennard,Devon Kennard,256
1016," $ 4,300,000.00 "," $ 4,700,000.00 ",89,27,90,75,66,53,15,55,54,54,43,Utah State,16,65,52,Right,69,56,51,89,24,72,83,25,25,50,11,74,23,74,35,35,35,75,6,CB,34,65,78,30,35,35,35,33,45,90,70,92,25,67,68,Lions,6,6,6,35,11,6,85,31,192,4,68,1991-04-23,Utah State,Nevin Lawson,69,2543872,Nevin Lawson,Nevin Lawson,CB,Nevin Lawson,Nevin Lawson,Nevin Lawson,190
1017," $ 4,000,000.00 "," $ 32,500,000.00 ",83,27,68,77,10,20,12,6,45,40,15,UAB,5,12,10,Right,76,20,82,91,74,10,69,25,25,10,71,12,5,71,77,76,79,15,6,RT,10,10,25,15,75,71,75,15,15,70,10,82,30,77,34,Browns,6,6,6,30,8,6,72,20,295,5,15,1991-04-23,Utah State,Nevin Lawson,69,2543872,Nevin Lawson,Chris Hubbard,CB,Nevin Lawson,Nevin Lawson,Chris Hubbard,190
1018," $ 4,300,000.00 "," $ 4,700,000.00 ",89,27,90,75,66,53,15,55,54,54,43,Utah State,16,65,52,Right,69,56,51,89,24,72,83,25,25,50,11,74,23,74,35,35,35,75,6,CB,34,65,78,30,35,35,35,33,45,90,70,92,25,67,68,Lions,6,6,6,35,11,6,85,31,192,4,68,1991-04-23,Harvard,Kyle Juszczyk,73,2540230,Kyle Juszczyk,Nevin Lawson,FB,Kyle Juszczyk,Kyle Juszczyk,Nevin Lawson,240
1019," $ 4,000,000.00 "," $ 32,500,000.00 ",83,27,68,77,10,20,12,6,45,40,15,UAB,5,12,10,Right,76,20,82,91,74,10,69,25,25,10,71,12,5,71,77,76,79,15,6,RT,10,10,25,15,75,71,75,15,15,70,10,82,30,77,34,Browns,6,6,6,30,8,6,72,20,295,5,15,1991-04-23,Harvard,Kyle Juszczyk,73,2540230,Kyle Juszczyk,Chris Hubbard,FB,Kyle Juszczyk,Kyle Juszczyk,Chris Hubbard,240
1020," $ 280,000.00 "," $ 2,638,000.00 ",84,23,76,57,75,32,12,70,76,82,78,Clemson,52,69,18,Right,77,34,70,86,86,76,80,19,15,11,55,10,57,71,63,62,55,21,6,TE,15,12,35,64,62,61,53,62,76,82,61,86,66,70,29,Jets,6,10,15,25,10,10,73,66,258,1,22,1995-01-31,Tennessee,Jalen Reeves-Maybin,72,2557924,Jalen ReevesMaybin,Jordan Leggett,OLB,Jalen Reeves-Maybin,Jalen Reeves-Maybin,Jordan Leggett,233
1021," $ 620,000.00 "," $ 2,977,000.00 ",87,23,83,66,36,68,12,17,54,58,43,Tennessee,6,32,67,Right,72,82,64,86,44,47,85,11,20,10,14,72,10,68,45,45,45,66,6,ROLB,58,49,77,16,45,45,45,20,40,83,34,88,34,70,77,Lions,6,6,6,13,16,6,77,24,230,1,66,1995-01-31,Tennessee,Jalen Reeves-Maybin,72,2557924,Jalen ReevesMaybin,Jalen ReevesMaybin,OLB,Jalen Reeves-Maybin,Jalen Reeves-Maybin,Jalen Reeves-Maybin,233
1022," $ 280,000.00 "," $ 2,638,000.00 ",84,23,76,57,75,32,12,70,76,82,78,Clemson,52,69,18,Right,77,34,70,86,86,76,80,19,15,11,55,10,57,71,63,62,55,21,6,TE,15,12,35,64,62,61,53,62,76,82,61,86,66,70,29,Jets,6,10,15,25,10,10,73,66,258,1,22,1995-01-31,Clemson,Jordan Leggett,77,2557885,Jordan Leggett,Jordan Leggett,TE,Jordan Leggett,Jordan Leggett,Jordan Leggett,258
1023," $ 620,000.00 "," $ 2,977,000.00 ",87,23,83,66,36,68,12,17,54,58,43,Tennessee,6,32,67,Right,72,82,64,86,44,47,85,11,20,10,14,72,10,68,45,45,45,66,6,ROLB,58,49,77,16,45,45,45,20,40,83,34,88,34,70,77,Lions,6,6,6,13,16,6,77,24,230,1,66,1995-01-31,Clemson,Jordan Leggett,77,2557885,Jordan Leggett,Jalen ReevesMaybin,TE,Jordan Leggett,Jordan Leggett,Jalen Reeves-Maybin,258
1024," $ 1,280,000.00 "," $ 3,000,000.00 ",91,29,89,86,88,32,70,82,76,84,79,Ohio State,67,77,20,Right,76,54,40,88,1,83,88,32,35,30,20,15,72,75,25,25,25,20,67,WR,20,10,35,76,56,31,38,71,85,90,81,91,79,74,42,Jets,59,68,71,90,56,79,82,50,228,7,24,1989-06-20,Ohio State,Terrelle Pryor,6-4,2531332,Terrelle Pryor Sr,Terrelle Pryor Sr,WR,Terrelle Pryor Sr,Terrelle Pryor Sr,Terrelle Pryor Sr,228
1025," $ 710,000.00 "," $ 3,126,382.00 ",80,22,75,56,74,31,18,63,73,77,77,Miami,58,73,18,Right,76,26,63,88,89,69,82,14,19,10,51,15,62,69,57,57,50,35,10,TE,20,10,36,62,54,56,52,70,74,80,61,85,75,71,34,Jets,10,15,20,30,14,10,82,67,245,0,18,1996-02-23,Miami,Chris Herndon,76,2560738,Chris Herndon,Christopher Herndon IV,TE,Chris Herndon,Chris Herndon,Christopher Herndon IV,252
1026, $ -   ," $ 1,710,000.00 ",87,22,73,47,35,70,12,18,40,47,15,Yale,5,33,66,Right,74,76,70,87,49,36,76,12,14,10,14,51,5,63,45,45,45,47,6,LOLB,53,35,76,15,45,45,45,15,20,80,33,87,29,79,78,Cardinals,6,6,6,25,10,6,85,24,250,0,58,1996-02-23,Miami,Chris Herndon,76,2560738,Chris Herndon,Matthew Oplinger,TE,Chris Herndon,Chris Herndon,Matthew Oplinger,252
1027," $ 2,650,000.00 "," $ 8,500,000.00 ",91,29,87,87,83,35,22,83,89,72,67,Louisville,53,80,10,Right,70,15,34,88,29,78,74,26,25,75,36,12,61,79,63,40,45,28,15,HB,10,15,40,65,45,27,25,68,62,88,80,85,78,76,44,Jets,20,30,35,35,17,15,77,73,204,7,12,1988-10-27,Louisville,Bilal Powell,70,2495328,Bilal Powell,Bilal Powell,RB,Bilal Powell,Bilal Powell,Bilal Powell,204
1028," $ 90,000.00 "," $ 915,000.00 ",84,29,72,77,41,67,12,14,50,51,36,Central Michigan,24,29,50,Right,73,70,76,87,43,36,65,20,20,10,73,61,32,71,45,45,45,77,6,MLB,64,50,76,26,45,45,45,42,32,78,30,82,47,77,87,Lions,6,6,6,25,10,6,75,45,250,7,73,1989-05-12,Central Michigan,Nick Bellore,73,2495262,Nick Bellore,Nick Bellore,FB,Nick Bellore,Nick Bellore,Nick Bellore,250
1029, $ -   ," $ 705,000.00 ",87,25,79,67,33,68,12,20,49,58,33,Marshall,5,35,64,Right,74,83,81,88,46,50,86,20,16,10,21,62,5,67,45,45,45,67,6,MLB,55,55,77,12,45,45,45,15,35,83,40,85,42,67,77,Jets,6,6,6,22,15,6,77,25,232,3,74,1993-04-06,Marshall,Neville Hewitt,74,2553657,Neville Hewitt,Neville Hewitt,OLB,Neville Hewitt,Neville Hewitt,Neville Hewitt,234
1030," $ 90,000.00 "," $ 1,015,000.00 ",69,36,64,74,67,24,37,31,55,25,10,USC,13,35,10,Right,76,12,20,86,8,48,54,15,12,10,10,10,15,65,25,20,20,28,76,QB,10,10,30,12,15,20,20,15,12,69,40,90,24,57,24,Lions,72,74,82,84,74,76,85,20,228,13,28,1982-05-17,USC,Matt Cassel,6-4,2506562,Matt Cassel,Matt Cassel,QB,Matt Cassel,Matt Cassel,Matt Cassel,225
1031, $ -   ," $ 555,000.00 ",75,25,64,54,25,15,21,16,31,27,10,Penn State,10,31,10,Right,73,12,10,85,5,32,60,77,90,10,10,12,10,72,16,10,10,18,16,K,10,10,19,12,24,10,10,10,12,74,24,84,10,51,39,Rams,30,34,39,29,17,22,63,25,191,2,12,1992-12-14,Texas Tech,Bradley Marquez,5-10,2553725,Bradley Marquez,Sam Ficken,WR,Bradley Marquez,Bradley Marquez,Sam Ficken,205
1032, $ -   ," $ 705,000.00 ",88,25,87,58,76,40,22,71,68,72,78,Texas Tech,70,68,10,Right,70,15,40,88,12,77,92,24,15,53,20,19,72,64,26,14,15,13,6,WR,10,15,17,59,33,12,15,74,68,88,76,87,35,63,25,Lions,6,10,15,29,19,10,76,32,205,3,26,1992-12-14,Texas Tech,Bradley Marquez,5-10,2553725,Bradley Marquez,Bradley Marquez,WR,Bradley Marquez,Bradley Marquez,Bradley Marquez,205
1033," $ 60,000.00 "," $ 2,400,000.00 ",94,25,89,50,78,39,22,71,68,76,78,Clemson,68,74,11,Right,74,15,45,82,17,77,86,22,23,65,25,16,69,65,44,19,21,21,24,WR,11,16,37,67,49,25,30,67,72,93,71,88,70,66,27,Jets,24,22,26,31,19,22,77,65,209,2,24,1992-10-16,Clemson,Charone Peake,6-2,2555477,Charone Peake,Charone Peake,WR,Charone Peake,Charone Peake,Charone Peake,209
1034," $ 130,000.00 "," $ 2,554,228.00 ",94,24,87,60,76,21,25,61,80,61,52,Virginia State,46,78,10,Right,70,20,28,88,40,83,90,13,18,79,27,12,52,70,39,30,27,12,17,HB,10,13,29,48,27,16,21,56,48,92,78,86,65,61,27,Jets,22,26,31,37,23,30,75,46,185,0,19,1994-07-23,Virginia State,Trenton Cannon,71,2561137,Trenton Cannon,Trenton Cannon,RB,Trenton Cannon,Trenton Cannon,Trenton Cannon,185
1035, $ -   ," $ 480,000.00 ",92,24,87,53,58,48,11,58,59,58,54,Youngstown St.,10,68,43,Right,72,58,60,89,27,65,81,17,18,50,20,73,14,64,33,34,33,53,6,CB,38,56,68,21,34,34,33,24,50,87,60,90,33,51,56,Buccaneers,6,6,6,27,13,6,74,33,185,1,74,1994-07-23,Virginia State,Trenton Cannon,71,2561137,Trenton Cannon,David Rivers,RB,Trenton Cannon,Trenton Cannon,David Rivers,185
1036," $ 4,000,000.00 "," $ 39,000,000.00 ",92,32,91,85,87,62,17,67,74,81,62,Kansas,38,77,57,Right,73,67,58,87,21,89,96,25,25,67,18,93,45,89,35,35,35,85,6,CB,47,92,77,55,35,35,35,55,80,88,80,94,30,69,62,Rams,6,6,6,40,16,6,85,40,205,10,89,1986-02-13,Kansas,Aqib Talib,73,1302,Aqib Talib,Aqib Talib,CB,Aqib Talib,Aqib Talib,Aqib Talib,209
1037, $ -   ," $ 10,810,931.00 ",89,25,91,89,75,54,16,66,68,81,73,Washington,11,76,43,Right,72,63,58,95,22,77,89,14,15,45,18,88,14,87,35,35,35,89,6,CB,46,89,82,25,35,35,35,24,74,90,66,87,30,71,58,Rams,6,6,6,29,10,6,73,25,197,3,87,1993-01-09,Washington,Marcus Peters,72,2552488,Marcus Peters,Marcus Peters,CB,Marcus Peters,Marcus Peters,Marcus Peters,197
1038, $ -   ," $ 2,550,000.00 ",92,23,87,56,66,52,10,45,63,63,42,Midwestern St.,10,60,29,Right,71,77,61,88,41,69,85,19,23,35,16,57,13,65,10,35,35,56,6,FS,26,64,76,15,14,35,35,15,41,88,60,88,54,67,70,Rams,6,6,6,26,14,6,84,46,207,2,65,1994-10-27,Midwestern State,Marqui Christian,71,2556277,Marqui Christian,Marqui Christian,SS,Marqui Christian,Marqui Christian,Marqui Christian,207
1039," $ 10,000.00 "," $ 1,675,000.00 ",88,24,80,60,66,40,13,72,66,78,80,Wyoming,48,71,22,Right,76,35,70,84,47,70,87,19,15,33,55,19,53,72,62,58,61,18,6,TE,14,12,38,69,69,68,67,58,76,84,69,88,70,67,39,Patriots,6,10,15,13,10,10,85,73,239,1,26,1993-11-18,Washington,Cory Littleton,75,2556593,Cory Littleton,Jacob Hollister,ILB,Cory Littleton,Cory Littleton,Jacob Hollister,228
1040, $ -   ," $ 480,000.00 ",77,24,61,56,12,20,12,7,22,24,15,Purdue,5,14,17,Right,76,46,82,88,65,10,76,22,21,10,83,20,5,69,71,70,72,14,6,LG,28,10,28,15,74,72,73,10,15,62,10,83,23,94,32,Patriots,6,6,6,15,10,6,89,36,310,1,19,1993-11-18,Washington,Cory Littleton,75,2556593,Cory Littleton,Jason King,ILB,Cory Littleton,Cory Littleton,Jason King,228
1041, $ -   ," $ 1,620,000.00 ",87,24,81,73,22,70,12,20,44,52,15,Washington,15,35,65,Right,75,69,69,86,58,46,80,29,22,10,16,58,15,68,45,45,45,73,6,MLB,60,49,79,20,45,45,45,15,15,81,10,83,28,73,77,Rams,6,6,6,18,10,6,77,38,225,2,67,1993-11-18,Washington,Cory Littleton,75,2556593,Cory Littleton,Cory Littleton,ILB,Cory Littleton,Cory Littleton,Cory Littleton,228
1042, $ -   ," $ 1,050,000.00 ",85,24,83,57,71,36,12,63,67,77,72,Oregon,51,59,25,Right,78,36,62,82,85,64,72,17,18,30,47,12,56,67,61,56,60,17,6,TE,25,10,51,60,58,57,52,61,65,77,62,85,73,76,32,Panthers,6,10,15,24,10,10,80,69,245,1,15,1993-11-18,Washington,Cory Littleton,75,2556593,Cory Littleton,Evan Baylis,ILB,Cory Littleton,Cory Littleton,Evan Baylis,228
1043," $ 10,000.00 "," $ 1,675,000.00 ",88,24,80,60,66,40,13,72,66,78,80,Wyoming,48,71,22,Right,76,35,70,84,47,70,87,19,15,33,55,19,53,72,62,58,61,18,6,TE,14,12,38,69,69,68,67,58,76,84,69,88,70,67,39,Patriots,6,10,15,13,10,10,85,73,239,1,26,1993-11-18,Wyoming,Jacob Hollister,76,2558956,Jacob Hollister,Jacob Hollister,TE,Jacob Hollister,Jacob Hollister,Jacob Hollister,245
1044, $ -   ," $ 480,000.00 ",77,24,61,56,12,20,12,7,22,24,15,Purdue,5,14,17,Right,76,46,82,88,65,10,76,22,21,10,83,20,5,69,71,70,72,14,6,LG,28,10,28,15,74,72,73,10,15,62,10,83,23,94,32,Patriots,6,6,6,15,10,6,89,36,310,1,19,1993-11-18,Wyoming,Jacob Hollister,76,2558956,Jacob Hollister,Jason King,TE,Jacob Hollister,Jacob Hollister,Jason King,245
1045, $ -   ," $ 1,620,000.00 ",87,24,81,73,22,70,12,20,44,52,15,Washington,15,35,65,Right,75,69,69,86,58,46,80,29,22,10,16,58,15,68,45,45,45,73,6,MLB,60,49,79,20,45,45,45,15,15,81,10,83,28,73,77,Rams,6,6,6,18,10,6,77,38,225,2,67,1993-11-18,Wyoming,Jacob Hollister,76,2558956,Jacob Hollister,Cory Littleton,TE,Jacob Hollister,Jacob Hollister,Cory Littleton,245
1046, $ -   ," $ 1,050,000.00 ",85,24,83,57,71,36,12,63,67,77,72,Oregon,51,59,25,Right,78,36,62,82,85,64,72,17,18,30,47,12,56,67,61,56,60,17,6,TE,25,10,51,60,58,57,52,61,65,77,62,85,73,76,32,Panthers,6,10,15,24,10,10,80,69,245,1,15,1993-11-18,Wyoming,Jacob Hollister,76,2558956,Jacob Hollister,Evan Baylis,TE,Jacob Hollister,Jacob Hollister,Evan Baylis,245
1047," $ 310,000.00 "," $ 2,734,054.00 ",83,23,67,57,22,82,12,23,31,28,26,Michigan,13,18,84,Right,74,82,86,83,73,27,76,12,14,17,30,25,15,76,45,45,45,57,6,DT,72,23,80,23,45,45,45,18,23,73,18,86,34,93,83,Raiders,6,6,6,12,10,6,90,35,282,0,29,1995-05-09,Eastern Washington,Samson Ebukam,75,2558830,Samson Ebukam,Maurice Hurst,OLB,Samson Ebukam,Samson Ebukam,Maurice Hurst,245
